position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,team_spread,implied_total,pred_eff,pred_vol,lo_50_vol,hi_50_vol,lo_80_vol,hi_80_vol,lo_90_vol,hi_90_vol,pred_tot,lo_50_tot,hi_50_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,med_vol,med_tot,pred_pass_eff,lo_50_pass_eff,hi_50_pass_eff,lo_80_pass_eff,hi_80_pass_eff,lo_90_pass_eff,hi_90_pass_eff,pred_db,lo_50_db,hi_50_db,lo_80_db,hi_80_db,lo_90_db,hi_90_db,pred_rush,lo_50_rush,hi_50_rush,lo_80_rush,hi_80_rush,lo_90_rush,hi_90_rush,pred_carry,lo_50_carry,hi_50_carry,lo_80_carry,hi_80_carry,lo_90_carry,hi_90_carry
RB,00-0032764,Derrick Henry,BAL,CIN,2025_13_CIN_BAL,2025,13,NA,NA,NA,NA,-0.0273050717764499,18.2048907615961,14.7634364002334,21.6463451229587,11.8784546013416,24.5313269218505,9.54028487224705,26.8694966509451,-0.497085848927811,-3.38816478634636,2.39399308849074,-6.126623162811,5.13245146495538,-7.94821131343108,6.95403961557545,0.446,0.2345,0.44158415794367,0.262140520287296,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033280,Christian McCaffrey,SF,CLE,2025_13_SF_CLE,2025,13,NA,Full Participation in Practice,NA,NA,-0.0601428998323949,21.6923817339678,18.2509273726051,25.1338360953305,15.3659455737134,28.0188178942222,13.0277758446188,30.3569876233168,-1.3046427417521,-4.51024816266655,1.90096267916236,-7.54662911474871,4.93734363124452,-9.56639162442103,6.95710614091683,0.557,0.3055,0.550150220527923,0.333442617715777,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033293,Aaron Jones,MIN,SEA,2025_13_MIN_SEA,2025,13,NA,NA,NA,NA,-0.0704026227458277,16.6788372365094,13.2373828751467,20.1202915978721,10.352401076255,23.0052733967638,8.01423134716043,25.3434431258584,-1.17423388580104,-3.91995772700505,1.57148995540298,-6.52073432811631,4.17226655651424,-8.25073828936345,5.90227051776138,0.369,0.155,0.366478973532662,0.179474639469924,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033526,Samaje Perine,CIN,BAL,2025_13_CIN_BAL,2025,13,NA,Full Participation in Practice,NA,NA,-0.0311224735576413,9.96326216231179,6.52180780094911,13.4047165236745,3.63682600205738,16.2896983225662,1.29865627296279,18.6278680516608,-0.310081363194397,-2.3368907637725,1.7167280373837,-4.2567045428685,3.6365418164797,-5.53374057944073,4.91357785305193,0.132,0.033,0.134174565144695,0.0426751825072858,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033923,Kareem Hunt,KC,DAL,2025_13_KC_DAL,2025,13,NA,NA,NA,NA,-0.0206494198312925,17.2868988585692,13.8454444972065,20.7283532199319,10.9604626983148,23.6133350188236,8.62229296922019,25.9515047479182,-0.356964432111687,-3.16123450143976,2.44730563721639,-5.81746666508918,5.1035378008658,-7.58435897069593,6.87043010647255,0.4015,0.2035,0.398171842314664,0.230316984411511,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033955,Jeremy McNichols,WAS,DEN,2025_13_DEN_WAS,2025,13,NA,NA,NA,NA,-0.0518828961734254,8.46266727405786,5.02121291269518,11.9041216354205,2.13623111380345,14.7891034343123,-0.201938615291136,17.1272731634069,-0.439067687530189,-2.28001490588037,1.40187953081999,-4.02377819973971,3.14564282467933,-5.1837076625644,4.30557228750402,0.0985,0.0225,0.100845321424508,0.029800667633889,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034791,Nick Chubb,HOU,IND,2025_13_HOU_IND,2025,13,NA,NA,NA,NA,-0.0837515300409786,10.9079962329196,7.46654187155696,14.3494505942823,4.58156007266523,17.2344323931741,2.24339034357064,19.5726021222686,-0.91356137418825,-3.05149598377211,1.2243732353956,-5.07656865272392,3.24944590434742,-6.42362158206934,4.59649883369284,0.152,0.0465,0.153972766284522,0.0588077552613019,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034844,Saquon Barkley,PHI,CHI,2025_13_CHI_PHI,2025,13,NA,Full Participation in Practice,NA,NA,-0.0494256346426956,20.9578693662078,17.5164150048451,24.3993237275704,14.6314332059533,27.2843055264622,12.2932634768588,29.6224752555568,-1.03585599418353,-4.17705483824768,2.10534284988063,-7.15242924789603,5.08071725952897,-9.13161097103428,7.05989898266722,0.549,0.3005,0.542305296781883,0.328484444227853,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035250,Devin Singletary,NYG,NE,2025_13_NYG_NE,2025,13,NA,NA,NA,NA,-0.0911113862351984,13.0171721954909,9.57571783412821,16.4586265568536,6.69073603523647,19.3436083557453,4.35256630614188,21.6817780848399,-1.18601260359346,-3.55863702681639,1.18661181962947,-5.80601019324431,3.4339849860574,-7.30093462414683,4.92890941695991,0.195,0.0625,0.19635124179123,0.0774732222443761,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035261,Tony Pollard,TEN,JAX,2025_13_JAX_TEN,2025,13,NA,Full Participation in Practice,NA,NA,-0.0842320690262998,16.7093826255152,13.2679282641525,20.1508369868779,10.3829464652608,23.0358187857696,8.0447767361662,25.3739885148642,-1.40746587069925,-4.15615142543981,1.3412196840413,-6.75973339071385,3.94480164931535,-8.49160344500116,5.67667170360266,0.3345,0.1435,0.332831286043781,0.167199410171421,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035537,Ty Johnson,BUF,PIT,2025_13_BUF_PIT,2025,13,NA,NA,NA,NA,-0.0165582018222042,8.60472677898505,5.16327241762237,12.0461811403477,2.27829061873064,14.9311629392395,-0.0598791103639496,17.269332668334,-0.142478802631359,-2.00157222051096,1.71661461524824,-3.7625237728641,3.47756616760138,-4.93388664956545,4.64892904430273,0.112,0.0315,0.11430517474963,0.0408559249024819,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035685,David Montgomery,DET,GB,2025_13_GB_DET,2025,13,NA,NA,NA,NA,-0.0418017536205473,12.917448305986,9.47599394462334,16.3589026673487,6.59101214573161,19.2438844662404,4.25284241663702,21.582054195335,-0.539971991492983,-2.90186970767119,1.82192572468523,-5.1390824317887,4.05913844880273,-6.6272482639567,5.54730428097073,0.234,0.0755,0.234622847912855,0.0923515565828532,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035700,Josh Jacobs,GB,DET,2025_13_GB_DET,2025,13,NA,Limited Participation in Practice,NA,NA,-0.0525383860795139,17.6603796518326,14.2189252904699,21.1018340131953,11.3339434915782,23.986815812087,8.99577376248361,26.3249855411816,-0.927847844458774,-3.76765882075572,1.91196313183817,-6.45755568070116,4.60185999178361,-8.24684131986889,6.39114563095135,0.424,0.2105,0.420117714180004,0.237544884122608,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0036139,Rico Dowdle,CAR,LA,2025_13_LA_CAR,2025,13,NA,NA,NA,NA,-0.0692893198510989,18.346069246714,14.9046148853513,21.7875236080767,12.0196330864596,24.6725054069684,9.681463357365,27.010675136063,-1.27118666004598,-4.17545484905906,1.63308152896711,-6.92640621422798,4.38403289413603,-8.75630454417564,6.21393122408369,0.4365,0.202,0.432313308968413,0.228764805873136,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0036223,Jonathan Taylor,IND,HOU,2025_13_HOU_IND,2025,13,NA,NA,NA,NA,-0.0623802242183326,23.0262107567609,19.5847563953983,26.4676651181236,16.6997745965065,29.3526469170153,14.3616048674119,31.6908166461099,-1.43638018990533,-4.75669728418848,1.88393690437782,-7.90173426041063,5.02897388059998,-9.99377339395569,7.12101301414503,0.6205,0.3535,0.61257823105833,0.380625118057585,platt_vegas,platt_vegas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
