position,rank,player_id,player_name,player_disp,posteam,defteam,start_pct,boom_pct,disp_vol,p_start_recal,pred_vol
RB,1,00-0035125,Alec Ingold,Alec Ingold,LAC,ARI,12,5,10,0.12368972792363882,9.95417685224866
WR,1,00-0039920,Malachi Corley,Malachi Corley,CLE,JAX,8,2,5,0.08498063747386896,4.865181180877663
