spread_move_sd,total_move_sd,spread_move_p90,total_move_p90,match_rate,r_spread,r_total,sign_slope
1.9100278236855701,1.9254429018329287,3,3,0.9986106286905175,0.9974317166163119,0.9956209746382005,1.048676078935821
