position,arm,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,floor,verdict
WR,floorfree,1492,116,spearman,0.11526251300427587,0.1358794152956426,0.02061690229136673,-0.05190312172001287,0.09140723356443524,0.02,0.114,NEUTRAL
WR,floorfree,1492,116,concordance,0.5393127548048923,0.5425160163075131,0.0032032615026208466,-0.021722869357073054,0.02716197806908751,0.01,0.114,NEUTRAL
