pool,n,m1_A,m1_B,brier_A,brier_B,n_late,m1_A_late,m1_B_late,mean_A,mean_B,improve_ok,brier_ok,it_center_A
RB_start,973,2.2351003536946354,1.4461535812390902,0.17933671740372042,0.17906924161916493,493,2.1957908148031335,1.290111652689857,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
RB_boom,973,2.9929408918409868,2.20629626624759,0.10950237908408292,0.10884893636654874,493,2.8478810882166443,1.8651495928340505,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
WR_start,1437,0.6377132978458544,0.532029814728463,0.16888879770897267,0.16899297947948105,707,0.1309515081429291,0.28702605642459966,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
WR_boom,1437,0.63030695200776,0.5372399999575825,0.09664401423580088,0.09652234986934986,707,0.45040354053115933,0.29582437848358345,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
TE_start,621,0.11600014365041322,0.39090389419850213,0.1836117701210767,0.18358944351675266,315,1.9143232885234618,2.411926705972489,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
TE_boom,621,0.8077828664630817,0.7333533292653946,0.0979066018036564,0.09803751069192161,315,1.9354391162355378,1.8518267702399753,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
QB_start,545,4.471557347516564,3.3731563306455548,0.2110188209523509,0.21017977942508428,272,2.2723748449253565,1.0127572243761318,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
QB_boom,545,1.9060558854935379,1.822439449289892,0.12307971728994499,0.12308897800778076,272,0.18641230757693722,0.3296347258721924,1.724682217314104,1.3801965831965086,FALSE,TRUE,22.75
