grp,n,weeks,hit_rate_start,skill_start,skill_boom,position_group
agree_within_10pp,2252,29,0.25044404973357015,-5.10371385741587e-4,-9.6791258066381e-4,RB/WR/TE
agree_within_10pp,1356,88,0.3030973451327434,9.724162097860811e-4,-1.0050326632171647e-4,QB
model_bearish,259,29,0.5598455598455598,-0.039828900929631955,-0.019650570317490818,RB/WR/TE
model_bearish,208,54,0.3173076923076923,0.021613189249731712,0.002291857944684561,QB
model_bullish,660,29,0.23636363636363636,-0.0054202980343577845,-0.003108456274512769,RB/WR/TE
model_bullish,551,70,0.33030852994555354,0.006567472400858421,-3.3501526246447477e-4,QB
