component,stratum,nominal,empirical,sharpness,delta
efficiency,pooled,0.5,0.5003872300146287,0.3600006999751431,3.872300146287033e-4
efficiency,pooled,0.8,0.7956286033904139,0.7264441446994938,-0.004371396609586187
efficiency,pooled,0.9,0.8985457361672834,0.9906768592124426,-0.001454263832716629
volume,pooled,0.5,0.5002151277859048,7.210499143240818,2.1512778590482284e-4
volume,pooled,0.8,0.8008777213664917,13.397955736596096,8.777213664916683e-4
volume,pooled,0.9,0.8983736339385595,17.819446343707913,-0.0016263660614405095
combined,pooled,0.5,0.4985801566130281,4.6498598902073365,-0.0014198433869718752
combined,pooled,0.8,0.7970914723345668,9.22552063289182,-0.002908527665433258
combined,pooled,0.9,0.8982015317098356,12.46062161634826,-0.00179846829016439
