position,tier,resid
TE,low,-0.2096613479797388
TE,low,-0.6935661728001331
TE,low,-0.2038388170008557
TE,low,1.9639433279544034
TE,low,0.786244514976304
TE,low,-0.06834178723257825
TE,low,-1.512021767418268
TE,low,-0.30803135307213264
TE,low,0.6119599756613833
TE,low,0.022268667738678326
TE,low,-0.7118057789638623
TE,low,-0.8857908347983919
TE,low,1.3516164527768662
TE,low,-3.312493783473986
TE,low,-0.4309510188212458
TE,low,-0.43210140967776595
TE,low,4.226113598173533
TE,low,0.06793537201969713
TE,low,-1.9930319328374397
TE,low,-2.190780305182307
TE,low,-0.22853871364286926
TE,low,-0.18193099954633482
TE,low,-0.6670874925816715
TE,low,-1.612966557756293
TE,low,-1.5124016938045264
TE,low,-0.0036661688496918724
TE,low,-0.5074056090978832
TE,low,0.6029036659731936
TE,low,-1.6770557155188595
TE,low,-1.7728665533648873
TE,low,-1.8450170268835644
TE,low,0.3692857823674592
TE,low,-1.0247310082788352
TE,low,1.8576535084656276
TE,low,-0.40365174303926205
TE,low,-1.2433564686998175
TE,low,-0.3415506704809116
TE,low,0.24084644409211708
TE,low,3.754162809494184
TE,low,0.22567345128220082
TE,low,1.5636521330707303
TE,low,-0.4751221240845802
TE,low,4.831346131097822
TE,low,1.3403334181764692
TE,low,-1.2304678467218455
TE,low,-0.2258520322819365
TE,low,-2.274764367898661
TE,low,1.7553866018627557
TE,low,-1.2067093163564377
TE,low,-0.2956127749724992
TE,low,-0.9650790422739229
TE,low,-0.8144913448715873
TE,low,-0.9116794487184776
TE,low,0.3517710310421229
TE,low,-1.8908265840235883
TE,low,1.7139311905178336
TE,low,-0.7077024322224746
TE,low,4.481571465289413
TE,low,-2.385029347500485
TE,low,-0.43373235551646383
TE,low,-0.1385872220530621
TE,low,-0.5848784174489117
TE,low,-1.8015772185779404
TE,low,0.5322067485717864
TE,low,0.16912077783168072
TE,low,0.38437315192984173
TE,low,-3.7076271394292064
TE,low,-0.11615392992437798
TE,low,-0.5921144742761386
TE,low,-0.4650835721673921
TE,low,-0.9291304946965715
TE,low,-1.1762773963254005
TE,low,-0.44898915163563535
TE,low,0.8491178274314638
TE,low,-0.30885407506183127
TE,low,-1.0518422035220243
TE,low,-0.09822701124268975
TE,low,3.4945465035860033
TE,low,-1.2401226421551206
TE,low,-1.8681999204687343
TE,low,-1.1903757688042247
TE,low,-0.233202396693959
TE,low,-1.1258998466778758
TE,low,-1.9552936309933286
TE,low,0.08038163428170465
TE,low,-1.401056463007831
TE,low,0.09285232999315719
TE,low,-1.1109406870443561
TE,low,-1.3043560935264868
TE,low,-0.06831615763841067
TE,low,-1.0137740927657248
TE,low,-3.5040923639519224
TE,low,-0.9889733138974716
TE,low,5.603909575526474
TE,low,4.1740350756365485
TE,low,-0.12740570289360229
TE,low,0.8147836635138119
TE,low,-1.179044130735035
TE,low,-0.804047219000694
TE,low,-0.48030372939743343
TE,low,2.618288161928317
TE,low,0.45619366054265487
TE,low,-0.34141415819469395
TE,low,0.9316522087156855
TE,low,-3.7394426083258394
TE,low,1.2173378184235524
TE,low,-0.534603014692969
TE,low,-0.39407871874173317
TE,low,-1.8192521689068777
TE,low,-0.4009189134945976
TE,low,4.339132005332823
TE,low,-0.07603619993791882
TE,low,-1.162946608088221
TE,low,-0.08705779237563813
TE,low,-0.3821865453852316
TE,low,-2.066802425751671
TE,low,-0.923111611524452
TE,low,-0.7378530065491927
TE,low,-2.322676177506706
TE,low,0.014152566753021758
TE,low,0.3254166195120911
TE,low,0.020272347210716933
TE,low,-0.061215208182606076
TE,low,-0.9236746665261143
TE,low,-0.06128228528744434
TE,low,-3.3790439916285524
TE,low,-0.28305605791835786
TE,low,-1.040014018943059
TE,low,0.22195985647133995
TE,low,-1.8200809644893987
TE,low,-0.7503900382778411
TE,low,-0.5984719485881793
TE,low,-1.0164485186960233
TE,low,0.7465544144804522
TE,low,2.3273946626134223
TE,low,-0.8604453500347277
TE,low,-0.44918337387503227
TE,low,-0.9650873092874506
TE,low,-0.4889698160103502
TE,low,5.153780841642504
TE,low,0.7072444675973046
TE,low,4.347294315399712
TE,low,-1.6733206912247285
TE,low,-0.1729098156879387
TE,low,7.647147042386359
TE,low,-0.6951517591952745
TE,low,3.8081012986333915
TE,low,-0.9446041407343972
TE,low,0.19943535996040868
TE,low,0.5721885888687875
TE,low,4.287831990789827
TE,low,4.1442713917535725
TE,low,-0.5783521927064844
TE,low,1.6684594990290484
TE,low,-1.568058678876618
TE,low,-1.202773809345197
TE,low,-0.721586080932097
TE,low,-0.9508571963432174
TE,low,-0.7948758299997019
TE,low,1.1674251106507891
TE,low,3.8077674830988504
TE,low,-0.15233568590355065
TE,low,-1.5458303006488474
TE,low,-0.7165715506238778
TE,low,-0.641179688896719
TE,low,-1.3424120632003733
TE,low,-1.1898280761438615
TE,low,-0.0933063616952795
TE,low,-0.6956523541908165
TE,low,5.2231256747227475
TE,low,-0.14878380471153865
TE,low,-1.64880897544284
TE,low,-1.9709621159497108
TE,low,-0.3321447945302522
TE,low,-1.1888109476268944
TE,low,-1.428417740813042
TE,low,1.2107621415152583
TE,low,-0.7719745542896846
TE,low,1.6741686478900013
TE,low,0.8414135785397975
TE,low,-0.18765292266129305
TE,low,-0.26007129803264
TE,low,3.4432052265246744
TE,low,-0.7610614622698842
TE,low,-1.1421789631498571
TE,low,-1.4888413726515424
TE,low,0.6322356062410328
TE,low,-2.3624898056184516
TE,low,-1.8953819660975455
TE,low,-3.7984563994084284
TE,low,0.061167617360398045
TE,low,0.9993864895596171
TE,low,1.2453991776853846
TE,low,-0.9268415804082992
TE,low,3.6142002643526436
TE,low,1.1911552984064864
TE,low,-0.3576802287571991
TE,low,-0.5015797643486858
TE,low,-1.0116380151036746
TE,low,-0.23021692334760327
TE,low,-0.11281952510224527
TE,low,-1.2562218201372075
TE,low,-1.2690466336707433
TE,low,-1.3606663004871142
TE,low,-0.015963783796166954
TE,low,0.8563830376816068
TE,low,-0.8124193286936587
TE,low,0.03643661718668227
TE,low,3.274521128181209
TE,low,-1.8581242297252323
TE,low,-0.6206731755126753
TE,low,1.087768371819688
TE,low,-0.4385750294331357
TE,low,0.1280413681339314
TE,low,-0.35723680772670685
TE,low,-0.9405477660488342
TE,low,0.25681483308363756
TE,low,1.323577115189715
TE,low,0.25481633954486593
TE,low,-1.5005121727789972
TE,low,-0.796490518467493
TE,low,-0.2618619488804686
TE,low,4.994888407651641
TE,low,1.8352266764043246
TE,low,0.03590497844115025
TE,low,0.4733125257211655
TE,low,4.418112681645189
TE,low,0.5504087035655967
TE,low,0.39962811122658626
TE,low,-2.3036184205044647
TE,low,3.947556889169549
TE,low,0.8749142186217121
TE,low,0.5079475624536337
TE,low,-3.469835739970831
TE,low,1.2789120065980843
TE,low,-0.18103003615575247
TE,low,-0.794899439834955
TE,low,-1.026239186844149
TE,low,-0.1360222967532402
TE,low,-0.9614043194584916
TE,low,-0.4110584809531638
TE,low,-0.4020649023940704
TE,low,-0.8602628756847485
TE,low,-0.45582037116958274
TE,low,-0.9939674975898439
TE,low,-0.6958992235250804
TE,low,-0.48235185101610156
TE,low,-0.2144121671412018
TE,low,0.1064067286526324
TE,low,-0.19055634985399078
TE,low,-0.3300965369035596
TE,low,0.6843712000259833
TE,low,5.168725947669063
TE,low,1.0551834877093043
TE,low,-2.047613738398498
TE,low,-0.9763600520866994
TE,low,-1.3015961129823475
TE,low,-0.851869840851066
TE,low,1.1161902880488999
TE,low,-1.558462531476171
TE,low,-2.064565004506718
TE,low,1.0123653215083082
TE,low,-3.572294535750775
TE,low,6.307238492163591
TE,low,4.67555847379062
TE,low,-0.6000921537928647
TE,low,0.27336422035481284
TE,low,3.941190365369664
TE,low,-0.26846300453854466
TE,low,-1.810175681660321
TE,low,0.2104651281605771
TE,low,-1.0239976322753046
TE,low,-0.9247171078379613
TE,low,-0.9688435733614216
TE,low,-2.176153060111571
TE,low,2.6596150051070055
TE,low,0.0012615643021427496
TE,low,3.387180815036267
TE,low,4.7610939798545715
TE,low,-1.8248334034486564
TE,low,-1.5982773328590933
TE,low,5.1226358780511045
TE,low,-0.2583106311204649
TE,low,-1.8757883192899094
TE,low,2.012425165844637
TE,low,4.426659093447038
TE,low,-1.1865177531867241
TE,low,2.846041451404561
TE,low,-2.8171221427115327
TE,low,-0.7147543788312561
TE,low,0.9302081573164159
TE,low,-1.1763879915501916
TE,low,-1.0388700650917064
TE,low,-0.8437457652572209
TE,low,-0.7843896983474211
TE,low,6.840325230381826
TE,low,-1.166631529140152
TE,low,-0.3339867030955492
TE,low,-0.8851770007446297
TE,low,-0.6986906626846606
TE,low,-0.14152162687085024
TE,low,-0.5754373795117276
TE,low,1.2976312120849978
TE,low,0.3423452616171093
TE,low,-2.406866392586551
TE,low,1.7274688740655408
TE,low,0.22996751808404867
TE,low,-1.6636898582711974
TE,low,-2.313251847658512
TE,low,5.089268914768022
TE,low,-0.6090404206860218
TE,low,0.39701156682071564
TE,low,0.15955408737309748
TE,low,6.965109064428521
TE,low,-1.1468684741741124
TE,low,0.9124950343078208
TE,low,1.6059993965499693
TE,low,-1.9073659370033094
TE,low,0.12577162123767452
TE,low,0.26326426819733567
TE,low,-2.0568054756254743
TE,low,-0.732441666628224
TE,low,0.573221402699031
TE,low,-1.3613876128535476
TE,low,4.118976744513415
TE,low,0.6576171081143378
TE,low,-1.407156980070724
TE,low,-1.0080501712929137
TE,low,-0.3651718890639975
TE,low,0.2891653444988907
TE,low,-0.5139119758459869
TE,low,4.614677641580561
TE,low,-0.8885635430937702
TE,low,-1.016494937275215
TE,low,-1.000082742781228
TE,low,-0.34766399474046816
TE,low,-0.3134961211031906
TE,low,-0.05026130931949661
TE,low,0.7458099635037326
TE,low,-0.09751157474838636
TE,low,-0.7128040059795974
TE,low,0.41706241858080917
TE,low,-0.5061509419862122
TE,low,-1.365739388231089
TE,low,-0.5885116242323285
TE,low,-0.7507491855699591
TE,low,-0.4498739954302006
TE,low,0.3844732632826773
TE,low,3.492250306229782
TE,low,-0.46410596430723855
TE,low,-0.8352253948514767
TE,low,-2.4086142087411524
TE,low,-0.6591942324161661
TE,low,-1.5030597881010395
TE,low,-1.1399795599529161
TE,low,-1.7167469310985253
TE,low,0.035791532812138045
TE,low,-0.9086599053454786
TE,low,-1.0068780714061731
TE,low,0.7534641016859472
TE,low,-0.6239265106931723
TE,low,-0.8159674948803014
TE,low,1.3638940498564813
TE,low,0.01955239476642836
TE,low,-0.23876551084751957
TE,low,-1.0179130429275451
TE,low,-2.0695804078560496
TE,low,-2.590334098365664
TE,low,-0.1858135368062545
TE,low,-0.9084895480241377
TE,low,-0.049337561633661355
TE,low,4.1718476731196725
TE,low,-0.7091589683567504
TE,low,-2.837301115415398
TE,low,-1.1560821180127867
TE,low,0.0959312620400545
TE,low,-1.1686382886850095
TE,low,-1.758694545221337
TE,low,0.45950388188035546
TE,low,-1.6008233026907701
TE,low,0.3990397086175182
TE,low,0.01447178597703962
TE,low,7.7506196586821146
TE,low,-3.6389957764652134
TE,low,-1.247759383025005
TE,low,-0.4862852773086878
TE,low,-0.5404654481819345
TE,low,2.6026827606353002
TE,low,-0.9712508026755943
TE,low,0.006882850977599236
TE,low,1.3093576531588644
TE,low,-0.27057227999206385
TE,low,3.2489354916234796
TE,low,-1.814936301491901
TE,low,1.0575134589628303
TE,low,0.4008123987336064
TE,low,4.424111471042055
TE,low,-1.3428583055467085
TE,low,-1.1742879166281823
TE,low,5.085596094415007
TE,low,-1.1398608697923571
TE,low,0.0795111886929673
TE,low,-0.6701602940593276
TE,low,0.0845322623365904
TE,low,-3.3190918507000795
TE,low,-2.13850321245128
TE,low,1.896185984092137
TE,low,0.38570389120950827
TE,low,0.059825602776129576
TE,low,0.1351556248540416
TE,low,5.1118754468440875
TE,low,-2.0645016089798944
TE,low,-2.499264712891862
TE,low,-0.5824757335880449
TE,low,-0.7935777950116781
TE,low,0.3396150782141968
TE,low,-1.1707549252890006
TE,low,-0.05174017957666043
TE,low,-0.6899415334500107
TE,low,1.6357433747683565
TE,low,1.6161390394394064
TE,low,-0.4772958996953146
TE,low,-0.4686161960554385
TE,low,-0.253678518807667
TE,low,-1.0055432202909351
TE,low,-0.9914310914175842
TE,low,0.02291628295110549
TE,low,1.173200341325636
TE,low,-0.30544560003955207
TE,low,-0.8966327193771996
TE,low,-6.078746447823939
TE,low,-1.7845999888569557
TE,low,4.225964435068938
TE,low,-1.0609690525822693
TE,low,-2.2967797639513416
TE,low,4.790955580569874
TE,low,-0.5106339541445507
TE,low,-1.3004964092061981
TE,low,-1.8833665011343472
TE,low,-0.735811211669945
TE,low,-1.0477799107646484
TE,low,2.592966599366794
TE,low,-2.0775593176061093
TE,low,0.32107240147974453
TE,low,4.250974682337563
TE,low,0.021825882452925934
TE,low,-0.3509595095370674
TE,low,-1.3907974903909452
TE,low,-1.4640886783858909
TE,low,-0.9870468225338809
TE,low,0.48255704055842336
TE,low,-0.9855887631154533
TE,low,-0.05934792645215343
TE,low,-0.024068552228734434
TE,low,-0.6730558469045098
TE,low,-0.2629018744000289
TE,low,4.1388243398783935
TE,low,0.11561519254113478
TE,low,-1.236860396976539
TE,low,1.3132908977565938
TE,low,5.042098728694467
TE,low,-0.15595945658269905
TE,low,-0.7529159447114342
TE,low,-0.5546711362718395
TE,low,0.012965856525352239
TE,low,-0.27617995554557273
TE,low,0.4734303926910706
TE,low,0.4835397667555271
TE,low,1.1526852467801252
TE,low,-2.436570121279697
TE,low,-0.570904554793971
TE,low,-0.5821639951971703
TE,low,3.885252267322292
TE,low,-1.8617424957046327
TE,low,-1.3869636774473695
TE,low,0.2437610482101565
TE,low,-0.30335144445007545
TE,low,-1.0511953100533982
TE,low,-2.2410324273003717
TE,low,4.755460303842397
TE,low,-0.052618584385525226
TE,low,-0.7651831901959956
TE,low,3.932129043439002
TE,low,-1.312010027693449
TE,low,-0.9453629428691805
TE,low,-0.5441707907312624
TE,low,-0.5776511647537387
TE,low,-0.7836170688291312
TE,low,-0.8052355561447181
TE,low,5.098238153434996
TE,low,-0.09061804218798604
TE,low,-1.0879299674336769
TE,low,-0.3757039684342041
TE,low,-0.16337499796284935
TE,low,-1.0963477589439916
TE,low,0.22620972389021574
TE,low,-1.2541588884034038
TE,low,-0.6318386484654669
TE,low,4.187765674670146
TE,low,-1.610901245948136
TE,low,-0.35563076650539344
TE,low,4.219367034926436
TE,low,0.04453568013978471
TE,low,-1.99677176782947
