position,arm,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,floor,verdict
WR,lagusage,1406,116,spearman,0.1059360021478197,0.11590264723662545,0.00996664508880575,-0.06409886980014137,0.08213673006285363,0.02,0.114,NEUTRAL
WR,lagusage,1406,116,concordance,0.535952354933887,0.5400502677303027,0.0040979127964156925,-0.020552362877383316,0.028926837693199814,0.01,0.114,NEUTRAL
