player_id,season,week,pred_carry,p_start,p_boom,hit_start,hit_boom,stratum,team_spread,implied_total,sb,ib,p_start_platt,p_start_iso,p_start_strat_platt,p_start_strat_iso,p_start_platt_vol,p_start_platt_vegas,p_start_platt_vol_vegas,p_boom_platt,p_boom_iso,p_boom_strat_platt,p_boom_strat_iso,p_boom_platt_vol,p_boom_platt_vegas,p_boom_platt_vol_vegas
00-0029604,2016,1,1.2423063244331336,0.2385,0.094,FALSE,FALSE,exante_statue,-3,23.5,dog,mid_implied,0.23384448662660398,0.2545454545454545,0.23160718541147843,0.2616822429906542,0.2470190267108096,0.2965472442120944,0.2955093514770132,0.08595573245587274,0.06504065040650407,0.08351733022657452,0.05785123966942149,0.083040285483197,0.10936052688217368,0.10844068786235388
00-0029665,2016,1,2.867276590027348,0.214,0.095,FALSE,FALSE,exante_statue,-5.5,18.75,dog,low_implied,0.21230495502637703,0.16666666666666666,0.2075504156006117,0.16666666666666666,0.1947914159474663,0.1607212591431082,0.16263971148675344,0.08687838351572406,0.06504065040650407,0.08438663199406458,0.05785123966942149,0.09095055728307998,0.06350322168193531,0.06451565440965967
00-0029668,2016,1,3.5564564859934724,0.358,0.177,TRUE,TRUE,exante_statue,3.5,27.5,fav,high_implied,0.3374825604972407,0.3413173652694611,0.34964604482990125,0.33980582524271846,0.31978640660626567,0.453405230503073,0.46989931594090517,0.16313412636281735,0.16923076923076924,0.15572072589073524,0.16901408450704225,0.16894343551771673,0.22508147575103876,0.2905373557600884
00-0029682,2016,1,2.4633963774179124,0.2905,0.1265,FALSE,FALSE,exante_statue,5.5,24.75,fav,mid_implied,0.27912518585259655,0.3157894736842105,0.28283150736180884,0.32653061224489793,0.2764884391655779,0.2794696798287314,0.2809393478361505,0.11603148184332991,0.12149532710280374,0.1117558905887483,0.12052117263843648,0.11681463247578862,0.11538524915885046,0.11825734006518468
00-0029701,2016,1,1.845481968462034,0.1965,0.0925,FALSE,FALSE,exante_statue,-10.5,16.75,big_dog,low_implied,0.196804298812805,0.16216216216216217,0.19039848430386433,0.16216216216216217,0.19350536487483586,0.12806880869645912,0.1245538787261632,0.08457208303590073,0.06504065040650407,0.0822132555925988,0.05785123966942149,0.08429193508870034,0.04917952273613583,0.038247386925054375
00-0031280,2016,1,1.8792999859083357,0.1955,0.0815,TRUE,FALSE,exante_statue,NA,NA,NA,NA,0.19591517222564747,0.16216216216216217,0.18941917935198943,0.16216216216216217,0.1919733529029553,0.23033245153517062,0.23464319891034627,0.07443730255330612,0.06504065040650407,0.07264429056287461,0.05785123966942149,0.07492823275423383,0.08916765708671996,0.097113305570569
00-0031345,2016,1,2.197783243104572,0.19,0.077,FALSE,FALSE,exante_statue,-5.5,21,dog,mid_implied,0.19101789074887107,0.16216216216216217,0.1840345740597678,0.16216216216216217,0.18167917958777718,0.20149598150861792,0.20584448349060006,0.07029732504415795,0.06504065040650407,0.0687258984319055,0.05785123966942149,0.07217912406390847,0.0699349746980856,0.07719069240155423
00-0031407,2016,1,3.457610739504061,0.2965,0.15,FALSE,FALSE,exante_statue,-4,22,dog,mid_implied,0.2843240714605466,0.3157894736842105,0.28875609410334124,0.32653061224489793,0.26286505760919116,0.2875011870129951,0.29572059116520216,0.1378943035155354,0.12149532710280374,0.13218946380596017,0.12052117263843648,0.14385184359594239,0.13456288377904035,0.1543370984893307
00-0031503,2016,1,2.654785338171368,0.2845,0.1335,TRUE,TRUE,exante_statue,-3,22.25,dog,mid_implied,0.273922245761961,0.3157894736842105,0.2769097985012667,0.32653061224489793,0.26680318686021737,0.28383284361316524,0.28697060622694004,0.1225336168921139,0.12149532710280374,0.11783939635123078,0.12052117263843648,0.12405735590640629,0.125660695024812,0.1319713938752805
00-0032156,2016,1,2.09633495212358,0.213,0.085,FALSE,FALSE,exante_statue,-3,19.5,dog,low_implied,0.2114220326425364,0.16666666666666666,0.20656959190506352,0.16666666666666666,0.20608685112865577,0.1685931486305163,0.16727507043858425,0.07765971978593231,0.06504065040650407,0.0756902304067177,0.05785123966942149,0.0788146538254892,0.0631209728030278,0.05939820261588615
00-0032268,2016,1,2.573721160527934,0.3005,0.1385,FALSE,FALSE,exante_statue,-0,20.5,close,mid_implied,0.2877879728124993,0.3157894736842105,0.2927074107916985,0.32653061224489793,0.284184459643835,0.2252622464544026,0.22197207874674751,0.12718328947757368,0.12149532710280374,0.12218613202121627,0.12052117263843648,0.12795622028651818,0.10577187831474537,0.0958212456313521
00-0032950,2016,1,2.6202690998555642,0.3015,0.1335,FALSE,FALSE,exante_statue,5.5,24.25,fav,mid_implied,0.2886537147601755,0.3157894736842105,0.29369543842852586,0.32653061224489793,0.28423220321372283,0.26956105021437365,0.2702132376943504,0.1225336168921139,0.12149532710280374,0.11783939635123078,0.12052117263843648,0.12385272515285432,0.11393692383648578,0.11453907547749997
00-0033077,2016,1,2.0557318013399817,0.214,0.0815,FALSE,FALSE,exante_statue,-0,23.25,close,mid_implied,0.21230495502637703,0.16666666666666666,0.2075504156006117,0.16666666666666666,0.2077477673468176,0.2575173365700513,0.2629493681131549,0.07443730255330612,0.06504065040650407,0.07264429056287461,0.05785123966942149,0.0755986315746144,0.0944989190085098,0.1091857903012888
00-0020531,2016,2,1.042090314569391,0.4015,0.229,FALSE,FALSE,exante_statue,-5,23.25,dog,mid_implied,0.3816071383625964,0.3671875,0.40176107061853494,0.38,0.4312176214751112,0.4160405546716094,0.3968176226040762,0.21640438863794004,0.18604651162790697,0.21130023963364042,0.17467248908296942,0.20013653889668157,0.23355708562491084,0.16918584629897165
00-0021206,2016,2,2.5180202780566736,0.145,0.064,FALSE,FALSE,exante_statue,-4.5,19.5,dog,low_implied,0.14370553903403072,0.06666666666666667,0.1330808820100428,0.06666666666666667,0.1266895340533528,0.12902182712719343,0.13475090471665532,0.05647370662674459,0.044444444444444446,0.054416740685864336,0.044444444444444446,0.05922600381918297,0.047664009860750284,0.05403156711961744
00-0021429,2016,2,1.5091030164140622,0.391,0.1915,TRUE,FALSE,exante_statue,7,28.5,big_fav,high_implied,0.37184894296402415,0.3671875,0.39049339526763205,0.38,0.40767544981956166,0.4661805838401177,0.4592712226780849,0.17911300439021702,0.18604651162790697,0.17449425657893683,0.17467248908296942,0.1698081097519768,0.22735846914557561,0.20672887128167236
00-0022803,2016,2,0.9064987288901984,0.4125,0.211,FALSE,FALSE,exante_statue,5,28.25,fav,high_implied,0.391842476673269,0.3671875,0.4135726015394939,0.38,0.44694799682366665,0.5095589616960865,0.49583877589029113,0.1984520605294071,0.18604651162790697,0.19356718658445193,0.17467248908296942,0.18314434028351004,0.2692449301007313,0.22422203516099892
00-0022924,2016,2,0.8584435644889524,0.377,0.2075,FALSE,FALSE,exante_statue,3,25.75,fav,mid_implied,0.35885435747059524,0.3671875,0.3754832938604686,0.38,0.40852488716947494,0.4158115135337561,0.399321611573652,0.1949722998792229,0.18604651162790697,0.19013297871621912,0.17467248908296942,0.17971666506881473,0.22661250446618916,0.1706056083017225
00-0022942,2016,2,0.9914028945340552,0.2815,0.1265,TRUE,FALSE,exante_statue,NA,NA,NA,NA,0.27052044146237353,0.30434782608695654,0.27381878985717084,0.31210191082802546,0.29776702730204696,0.28639651043839204,0.2760485797581709,0.11562260858593341,0.12048192771084337,0.11211909996549713,0.11987381703470032,0.10948353526913786,0.12618191663672523,0.10175242750386781
00-0023436,2016,2,2.554010427263724,0.266,0.116,FALSE,FALSE,exante_statue,-2,20.75,close,mid_implied,0.25619849004242257,0.25225225225225223,0.25749616040821505,0.25925925925925924,0.24854200897546844,0.22057306711094388,0.22039098429565457,0.10553302176191774,0.12048192771084337,0.10224489862721278,0.11987381703470032,0.10707818546908358,0.09202075483749095,0.09073777468750616
00-0023459,2016,2,2.964162569857955,0.3435,0.1765,FALSE,FALSE,exante_statue,2,23.25,close,mid_implied,0.3278224473887975,0.33974358974358976,0.33965118526282617,0.34065934065934067,0.3210688528785965,0.31090365045719115,0.3121084062373067,0.16432077010904608,0.1724137931034483,0.15992754908265683,0.17467248908296942,0.16545233701221176,0.1560606952026852,0.15547902574567266
00-0023682,2016,2,2.5283583028013448,0.235,0.099,TRUE,FALSE,exante_statue,-3,19.75,dog,low_implied,0.2275281585587197,0.24,0.22506241616090406,0.23255813953488372,0.21688369347218178,0.17956942806594992,0.17959708252812218,0.08931600147030654,0.12048192771084337,0.08639916940518867,0.11987381703470032,0.09135849014463042,0.07077096766182328,0.0695091244407137
00-0024226,2016,2,2.868595395953466,0.3465,0.1635,FALSE,FALSE,exante_statue,2.5,22.5,close,mid_implied,0.3305984557913067,0.33974358974358976,0.342854132139637,0.34065934065934067,0.32642602111683355,0.2769924416292982,0.274532823284328,0.15156463171348064,0.1724137931034483,0.1473819270956257,0.17467248908296942,0.152709123073876,0.12822663070254872,0.12212787162060038
00-0026143,2016,2,1.8712505943623563,0.283,0.1275,TRUE,TRUE,exante_statue,-5.5,21.25,dog,mid_implied,0.27190622534905884,0.30434782608695654,0.27540173706803234,0.31210191082802546,0.28051621463061444,0.26430402517412993,0.2595089677941135,0.11658625160116047,0.12048192771084337,0.11306276887042625,0.11987381703470032,0.11441459994614528,0.11113826335695788,0.0990746067399674
00-0026158,2016,2,1.5770386975201542,0.2935,0.132,FALSE,FALSE,exante_statue,4.5,24,fav,mid_implied,0.2816063441386334,0.30434782608695654,0.2864977802072578,0.31210191082802546,0.29831658287216967,0.2663339442883246,0.25929652920363094,0.1209283216662395,0.12048192771084337,0.11731609740007337,0.11987381703470032,0.11704289066361973,0.11241223574973523,0.09518134380185377
00-0026498,2016,2,1.9430570969526155,0.363,0.1615,FALSE,FALSE,exante_statue,5.5,26,fav,mid_implied,0.3458762537808123,0.35,0.36049222084516747,0.375,0.3660981500664389,0.3694786830439447,0.36355910039528977,0.1496076794225717,0.1724137931034483,0.14545862715877858,0.17467248908296942,0.1454394534031424,0.1611810740915548,0.14958363254147358
00-0027854,2016,2,1.691920674711764,0.1935,0.0795,FALSE,FALSE,exante_statue,-2,21.25,close,mid_implied,0.18902891370531488,0.16326530612244897,0.1821811299492358,0.16326530612244897,0.1875685545650542,0.19112298612581902,0.19176635342251785,0.07091744114146667,0.061068702290076333,0.06846291568268478,0.05426356589147287,0.07087881938384051,0.07111403642834464,0.07019123214687559
00-0027939,2016,2,6.048095541892273,0.5335,0.288,TRUE,TRUE,exante_mover,13,28.75,big_fav,high_implied,0.5055893209247637,0.5,0.5055893209247637,0.5,0.4454990216079924,0.45163724966354,0.4743438940049168,0.2758367970654777,0.2641509433962264,0.2758367970654777,0.2641509433962264,0.2995860447955597,0.22977360231785035,0.31910562649451735
00-0027948,2016,2,3.6994398371323225,0.2795,0.117,TRUE,FALSE,exante_statue,-13,15.75,big_dog,low_implied,0.26867269030503593,0.30434782608695654,0.2717090800269277,0.31210191082802546,0.24012645818383538,0.14161406627767692,0.14082832476941512,0.10649162691337401,0.12048192771084337,0.10318254111329683,0.11987381703470032,0.11321070201642366,0.05313126866073685,0.051282965918357015
00-0027973,2016,2,3.4937423866264163,0.266,0.105,FALSE,FALSE,exante_statue,-3,22.75,dog,mid_implied,0.25619849004242257,0.25225225225225223,0.25749616040821505,0.25925925925925924,0.23064229128012997,0.29266650538389294,0.3070036642830672,0.09502205629915085,0.12048192771084337,0.09197091620526356,0.11987381703470032,0.10084390446379134,0.11152755744792636,0.15089369056895632
00-0028118,2016,2,6.335595300677744,0.4395,0.227,TRUE,FALSE,exante_mover,3,22.75,fav,mid_implied,0.41702665168254227,0.4266666666666667,0.41702665168254227,0.4266666666666667,0.3406480830396478,0.331723670801577,0.3551610216015176,0.21440515671184227,0.18604651162790697,0.21440515671184227,0.18604651162790697,0.24017987343251757,0.17158412426297232,0.2545541347686143
00-0028986,2016,2,1.9369826282109408,0.2155,0.0925,FALSE,FALSE,exante_statue,-7,15.75,big_dog,low_implied,0.2094606513214685,0.16326530612244897,0.20482809656643722,0.16326530612244897,0.20685994098941007,0.10071870371339726,0.09514930090237358,0.08315744655979616,0.061068702290076333,0.08039025303846073,0.05426356589147287,0.08328161277853613,0.03994297284692468,0.028632034656714645
00-0029263,2016,2,4.356060721600542,0.371,0.1845,FALSE,FALSE,exante_mover,7,22.75,big_fav,mid_implied,0.35329043617428174,0.3671875,0.35329043617428174,0.3671875,0.3178181488078934,0.23059676138358437,0.234806758514625,0.17220048573238106,0.1724137931034483,0.17220048573238106,0.1724137931034483,0.1823561981658105,0.10779860336779917,0.11599620018196928
00-0029604,2016,2,1.0402680208292667,0.2955,0.1355,FALSE,FALSE,exante_statue,2.5,24.5,close,mid_implied,0.2834539788832464,0.30434782608695654,0.28861426393964434,0.31210191082802546,0.31244955351866266,0.318800694669201,0.30942610104113616,0.12431179035007626,0.12048192771084337,0.12063182630105662,0.11987381703470032,0.11755526834988131,0.14091122929485536,0.11693084761545106
00-0029668,2016,2,2.423347297828319,0.336,0.159,FALSE,FALSE,exante_statue,-4.5,20.25,dog,mid_implied,0.32088448119559904,0.33974358974358976,0.331649722850984,0.34065934065934067,0.3254678927099163,0.2562828941117771,0.24914385501614536,0.14716362698076202,0.1724137931034483,0.14305712024599007,0.17467248908296942,0.14592572020082248,0.11694067245319738,0.09978538573722122
00-0029682,2016,2,2.249447955270118,0.2485,0.102,FALSE,FALSE,exante_statue,2,22.75,close,mid_implied,0.24001966055914137,0.25225225225225223,0.23914945984896857,0.25925925925925924,0.2360539284434239,0.2345213880794749,0.23587954907607053,0.09216654416045374,0.12048192771084337,0.08918210539102521,0.11987381703470032,0.09301692793151585,0.09112256085504725,0.09390537849320861
00-0029701,2016,2,2.8129538627621393,0.198,0.0755,TRUE,FALSE,exante_statue,-5.5,18.5,dog,low_implied,0.1932131186623688,0.16326530612244897,0.18679654637418514,0.16326530612244897,0.1748021936266567,0.14011162196952562,0.14236429571721057,0.0671734909064406,0.044444444444444446,0.06481890074460361,0.044444444444444446,0.07066166163413362,0.04836269867689136,0.051839984691658555
00-0031280,2016,2,1.690935339974982,0.192,0.08,TRUE,FALSE,exante_statue,NA,NA,NA,NA,0.18763354157372272,0.16326530612244897,0.18064468912322248,0.16326530612244897,0.18598772909153838,0.22467850114465723,0.22850902953881888,0.07138619917480821,0.061068702290076333,0.06891930789173262,0.05426356589147287,0.07131946021648805,0.08568803063058882,0.09109023101460206
00-0031345,2016,2,2.2247955233289685,0.256,0.1125,TRUE,FALSE,exante_statue,5.5,24,fav,mid_implied,0.24695500480492336,0.25225225225225223,0.24700103364886447,0.25925925925925924,0.24443734688176513,0.228678161828219,0.22916587206937775,0.10218185262942663,0.12048192771084337,0.09896785538018997,0.11987381703470032,0.10245147847232619,0.09111272279092247,0.089172562614786
00-0031407,2016,2,2.8545057212204235,0.3335,0.161,FALSE,FALSE,exante_statue,-2.5,22.5,dog,mid_implied,0.3185724264305017,0.33974358974358976,0.32898452861705985,0.34065934065934067,0.3130089982785052,0.3251948010146165,0.3271320738134226,0.1491186780550892,0.1724137931034483,0.1449780921486886,0.17467248908296942,0.15029408943602834,0.15425517642334352,0.15896980218324952
00-0031503,2016,2,3.0505411380332523,0.365,0.184,FALSE,FALSE,exante_statue,-7,21.5,big_dog,mid_implied,0.34772935161097923,0.35,0.3626324848713975,0.375,0.3417730272374826,0.3331053706271967,0.333013709934853,0.17170736117831764,0.1724137931034483,0.16719907889153204,0.17467248908296942,0.17305103572197525,0.1603912501469924,0.15884926655107204
00-0032156,2016,2,2.2270100196189953,0.216,0.087,FALSE,FALSE,exante_statue,4.5,24.75,fav,mid_implied,0.2099243582496192,0.16326530612244897,0.20534512694204549,0.16326530612244897,0.2024471248960496,0.24076673631637907,0.2476187595254939,0.0779659922229749,0.061068702290076333,0.07532886226790352,0.05426356589147287,0.07932515520494222,0.08694911396254912,0.09955680916966167
00-0032268,2016,2,2.7970619208516103,0.3515,0.1725,FALSE,FALSE,exante_statue,-5.5,20.5,dog,mid_implied,0.33522627765166635,0.33974358974358976,0.3481952150007361,0.34065934065934067,0.3333841262433158,0.2789977201898204,0.2744947702826138,0.16038929258756351,0.1724137931034483,0.1560593385726109,0.17467248908296942,0.16066082407633112,0.13134380988241579,0.11904077618105671
00-0032950,2016,2,2.0518239515817194,0.277,0.1115,FALSE,FALSE,exante_statue,-2.5,20,dog,low_implied,0.26636292497420067,0.30434782608695654,0.2690733884908644,0.31210191082802546,0.2702729635809553,0.20671350312558615,0.20075090428273096,0.10122551851749813,0.12048192771084337,0.09803291754450245,0.11987381703470032,0.10081552059627866,0.08078870372808095,0.0705964443461152
00-0033077,2016,2,1.705512406509955,0.2765,0.1315,FALSE,FALSE,exante_statue,-2.5,22,dog,mid_implied,0.26590096024509297,0.30434782608695654,0.2685464453085807,0.31210191082802546,0.27692992338060873,0.27018084452160895,0.2654355603679001,0.12044541550376531,0.12048192771084337,0.11684295955069299,0.11987381703470032,0.11721198922577679,0.1216967028013086,0.10690487560685819
00-0020531,2016,3,0.7907888471565373,0.3575,0.169,TRUE,TRUE,exante_statue,3,28.25,fav,high_implied,0.3400878284638271,0.32786885245901637,0.3497761054682341,0.3333333333333333,0.3769288918651084,0.4981053426571797,0.487357585648291,0.15438641277815424,0.16339869281045752,0.14879625650998354,0.16666666666666666,0.14086571605449213,0.2493503682070338,0.2275965268943851
00-0021429,2016,3,0.8288788150200195,0.442,0.2475,FALSE,FALSE,exante_statue,4,25.5,fav,mid_implied,0.41625927768685567,0.43478260869565216,0.43419886168281924,0.4,0.46464257379951385,0.422905129524537,0.3866765327576179,0.23324822417089297,0.26666666666666666,0.22369563348841362,0.2,0.20956631381369667,0.2364473218091859,0.1564505657230957
00-0022803,2016,3,0.6681989962701782,0.3015,0.14,FALSE,FALSE,exante_statue,4,25.25,fav,mid_implied,0.28979145647339993,0.30952380952380953,0.2941178260055043,0.3170731707317073,0.3198716730981014,0.32505870443241147,0.30597257477166023,0.12598219077578215,0.11918604651162791,0.12180331519788254,0.11854103343465046,0.11543232861413004,0.14107086773676505,0.10722424339124872
00-0022924,2016,3,0.6237809134944565,0.3865,0.188,FALSE,FALSE,exante_statue,4,25,fav,mid_implied,0.366162486291687,0.3609022556390977,0.378692481492872,0.375,0.4107164993092185,0.3690459177459114,0.3360345588693952,0.1732320320999021,0.1791044776119403,0.1666919662576373,0.16666666666666666,0.15599831953490712,0.1758972441734192,0.11807907336344402
00-0022942,2016,3,0.758469978411335,0.3065,0.134,FALSE,FALSE,exante_statue,NA,NA,NA,NA,0.29428400722958203,0.30952380952380953,0.29907728533528705,0.3170731707317073,0.3235829880660479,0.2982164077099588,0.276481652823152,0.1201657092234085,0.11918604651162791,0.11627046511485245,0.11854103343465046,0.11086561558855897,0.12610081873481993,0.09405766325893362
00-0023436,2016,3,4.11440605605054,0.353,0.1625,FALSE,FALSE,exante_mover,3,23.25,fav,mid_implied,0.33604523636020617,0.32786885245901637,0.33604523636020617,0.32786885245901637,0.3114188701206606,0.3000488532260129,0.3147106269636106,0.14798029253903702,0.16339869281045752,0.14798029253903702,0.16339869281045752,0.1583155393841864,0.13208511272892343,0.16239435315830833
00-0023459,2016,3,3.063511445690526,0.3925,0.1945,TRUE,TRUE,exante_statue,8.5,28.25,big_fav,high_implied,0.37156385105079326,0.3609022556390977,0.3846828001038021,0.375,0.3696634152685598,0.42780865096975684,0.4377691170996988,0.179717980753474,0.1791044776119403,0.17285014296595733,0.16666666666666666,0.18073945187734594,0.20640326271551285,0.22797248066824566
00-0023682,2016,3,2.7475421447452777,0.2755,0.1225,FALSE,FALSE,exante_statue,-3,20.25,dog,mid_implied,0.26640771774713373,0.30952380952380953,0.26836166207497897,0.3170731707317073,0.25839916899715654,0.2188448917481207,0.21835805250912513,0.10908095692684693,0.11918604651162791,0.10571890288086426,0.11854103343465046,0.11163081832083438,0.0884241190121604,0.08647209947803314
00-0026143,2016,3,1.3365574196001238,0.4455,0.252,FALSE,FALSE,exante_statue,-3,25.25,dog,mid_implied,0.41943081316869946,0.43478260869565216,0.4377063033882799,0.4,0.4580015430754945,0.5052633728666828,0.4839723412178294,0.23784069865914828,0.26666666666666666,0.22806161859297813,0.2,0.21831401656859947,0.300614299459632,0.24526129826898868
