position,player_id,season,week,pred_vol,p_start,p_boom,p_bust,hit_start,hit_boom,hit_bust,stratum,star_bucket,team_spread,implied_total,sb,ib,p_start_platt,p_start_iso,p_start_strat_platt,p_start_strat_iso,p_start_platt_vol,p_start_platt_vegas,p_start_platt_vol_vegas,p_start_star_platt,p_boom_platt,p_boom_iso,p_boom_strat_platt,p_boom_strat_iso,p_boom_platt_vol,p_boom_platt_vegas,p_boom_platt_vol_vegas,p_boom_star_platt,p_bust_platt,p_bust_iso,p_bust_strat_platt,p_bust_strat_iso,p_bust_platt_vol,p_bust_platt_vegas,p_bust_platt_vol_vegas,p_bust_star_platt
RB,00-0029141,2016,1,12.344441667045574,0.18819071229072415,0.06948804316931079,0.29639076202531445,0,0,1,exante_mid,b3,-0,23.25,close,mid_implied,0.1919777621625234,0.20863309352517986,0.1734040114799417,0.20416666666666666,0.18398189507519402,0.1954068117707079,0.18342230679271765,0.1775137581885327,0.07740097990463003,0.06711409395973154,0.07052764398954267,0.06597222222222222,0.07833664702485273,0.0778295425027475,0.07716436093651777,0.07167932269430283,0.29485063593213623,0.26881720430107525,0.30037629750936906,0.24285714285714285,0.2908064201429394,0.28335924309144644,0.28188427518423487,0.3261911195238696
RB,00-0029205,2016,1,10.821937786203485,0.256196225198679,0.09727600979401184,0.14071042065177786,0,0,0,exante_mid,b3,1,26,close,mid_implied,0.2583794072128069,0.22038567493112948,0.1987383525583652,0.20416666666666666,0.19039312278229337,0.28311819630462315,0.20341666613937753,0.2291419363137325,0.10507183224116978,0.1091703056768559,0.07936935095963943,0.07692307692307693,0.07682516952847876,0.11296335256092381,0.08035636112160832,0.09256041431160522,0.19150570815127946,0.14792899408284024,0.22525781480932364,0.22755529263819335,0.2563580007369752,0.17851209553227687,0.23945843128699973,0.2367849127978178
RB,00-0029613,2016,1,15.514167828009532,0.26751918576175737,0.11479289702365104,0.16654881786830855,0,0,0,exante_high,b1,-3,22.25,dog,mid_implied,0.26938004095269125,0.22038567493112948,0.2989057692897766,0.2598870056497175,0.2793841536797817,0.2609935288191146,0.26607476781787326,0.32712618876068705,0.12213260472422856,0.133630289532294,0.13677220818271585,0.1473429951690821,0.13126595646059452,0.11507981184917275,0.1208305259236355,0.16000628806379572,0.21073650865192353,0.20610687022900764,0.1676512391384083,0.125,0.18400781038623593,0.2049898115610977,0.1825773001979473,0.16574396007264186
RB,00-0029615,2016,1,15.214063156512625,0.27941144506148585,0.12430834595888328,0.14180303247607728,1,0,0,exante_high,b1,5.5,24.75,fav,mid_implied,0.28092074018456015,0.2682926829268293,0.30998288836545274,0.2897196261682243,0.2792532174889246,0.2934359202111191,0.29934756874475044,0.33786647050575014,0.13130185545170778,0.133630289532294,0.14598946288754652,0.1473429951690821,0.13162814851744872,0.14192040267980868,0.14730000537432505,0.16945184127053772,0.1923459462106071,0.14792899408284024,0.15638445123779735,0.11214953271028037,0.17872718022861972,0.1968957698334131,0.17701002275841238,0.1537331728418087
RB,00-0029854,2016,1,12.651605076503444,0.2304519265611098,0.08870450662503548,0.2104931700695024,1,1,0,exante_mid,b2,-3,19.5,dog,low_implied,0.2333160509223212,0.22038567493112948,0.18948097352605694,0.20416666666666666,0.20871795308743546,0.2068248258490295,0.16991540680214587,0.24521799107391998,0.0966249963756989,0.1091703056768559,0.07682072756744486,0.07407407407407407,0.08915870670457907,0.08555731559060745,0.07405247463384979,0.10349469977445962,0.24102551497286925,0.2318181818181818,0.2622705816208508,0.24285714285714285,0.25244901684007354,0.24401184028886402,0.26730058436615634,0.16667671614051938
RB,00-0030107,2016,1,11.422961433918877,0.29620618903137075,0.13010027894291654,0.08017644451581751,1,1,0,exante_mid,b2,-3.5,24,dog,mid_implied,0.29719887231685554,0.2682926829268293,0.21258228564461157,0.20416666666666666,0.21611895050415147,0.30270275293409893,0.20638329767096558,0.2996121691386429,0.13685308941924337,0.133630289532294,0.08811817632323478,0.09302325581395349,0.09220160439749273,0.13342826842655447,0.08381072150959229,0.13789068864512663,0.13949137356250488,0.12,0.1831121625547004,0.2222222222222222,0.20565537145858948,0.13167484578629152,0.20032961973996347,0.1056637539734649
RB,00-0030404,2016,1,12.123972090511236,0.24460460334322176,0.09407760314974256,0.17763607313883656,0,0,0,exante_mid,b3,-3,23.5,dog,mid_implied,0.247103891304165,0.22038567493112948,0.19461076905987953,0.20416666666666666,0.20633627129594087,0.24983619480098945,0.19987601764884558,0.2204414982145326,0.10192818033943347,0.1091703056768559,0.07843400542752992,0.07692307692307693,0.08655329680837329,0.0994430471694429,0.08076997261426444,0.09022979691906306,0.2186293297726056,0.20610687022900764,0.24581966961720897,0.24285714285714285,0.24892140002734672,0.20883319616882237,0.24178030091559402,0.2611554430572574
RB,00-0030414,2016,1,11.343127457456433,0.24233816304757505,0.09211010326362812,0.173012104051542,1,1,0,exante_mid,b3,7,25.75,big_fav,mid_implied,0.24489749730738253,0.22038567493112948,0.19379628157951878,0.20416666666666666,0.19284843476604602,0.2654701458474512,0.2120776986056282,0.21873678547782216,0.09998956394918865,0.1091703056768559,0.07784957042610022,0.07407407407407407,0.07924195257541654,0.1136451128287093,0.09307442678880173,0.08878790202663037,0.21536087993159858,0.20610687022900764,0.24338189436550406,0.24285714285714285,0.2624384049190085,0.22233909162230403,0.259230859824407,0.25825999531716126
RB,00-0030432,2016,1,11.71451388107324,0.2336447175429882,0.08890691610102608,0.19360645836705492,0,0,0,exante_mid,b3,10.5,27.25,big_fav,high_implied,0.23642869161331156,0.22038567493112948,0.1906476288160143,0.20416666666666666,0.19498644119238026,0.26830886855449537,0.23516267542186395,0.21218573720107137,0.0968252922927415,0.1091703056768559,0.07688250760972391,0.07407407407407407,0.0811276555726111,0.11827180598124407,0.10731145405912818,0.08642640513287261,0.22968439150837586,0.2318181818181818,0.25399294085288676,0.24285714285714285,0.26428435452701093,0.24491728811980595,0.25970145286636026,0.27087301333174185
RB,00-0030456,2016,1,13.592970524433744,0.24930651669466908,0.09776992688999286,0.18379244543289253,0,0,0,exante_mid,b2,2,21.75,close,mid_implied,0.25167936262403384,0.22038567493112948,0.19629252800112268,0.20416666666666666,0.233756880161144,0.24103260445754748,0.21544318904770013,0.26102434385598916,0.10555645322429635,0.1091703056768559,0.07951222441941416,0.07692307692307693,0.1019316518262065,0.1034365420461277,0.09803683495227744,0.11130113862741334,0.22293226513690445,0.2318181818181818,0.24901386828701247,0.24285714285714285,0.2236378898776114,0.22525666348609757,0.22988095114812063,0.15592029687910292
RB,00-0030485,2016,1,12.633031068329034,0.23318574750365095,0.08984345023840268,0.20478239344852311,0,0,0,exante_mid,b3,4,26,fav,mid_implied,0.23598132303172628,0.22038567493112948,0.19048027048260385,0.20416666666666666,0.20966010223807807,0.259276256462178,0.2351953218586717,0.21183930269320322,0.09775150712183385,0.1091703056768559,0.07716730505072876,0.07407407407407407,0.08945102029463106,0.10859461712276315,0.1016657973640185,0.08711868934099667,0.23722674801688784,0.2318181818181818,0.2595093579802648,0.24285714285714285,0.2505074207317713,0.2326875236026844,0.2377279659247406,0.27743926787418743
RB,00-0030513,2016,1,17.266463113740112,0.2981692882898731,0.1437690246318517,0.12246499524133003,0,0,0,exante_high,b2,NA,NA,NA,NA,0.2991001933771767,0.2682926829268293,0.32731236869455926,0.2897196261682243,0.33244948319736756,0.29498981582225425,0.3273237887763289,0.30120906384304386,0.1498725992681931,0.133630289532294,0.16446213826367312,0.1473429951690821,0.1692961036945005,0.14605962000523853,0.16363434028707977,0.14867247782869664,0.1770553086386828,0.14792899408284024,0.14689919217508596,0.11214953271028037,0.1417100104956614,0.1704774859195482,0.13919473958591083,0.12851083236238486
RB,00-0030656,2016,1,13.591605542509813,0.19130619369589907,0.07247442671862137,0.30267551843043994,1,0,0,exante_mid,b3,-5.5,18.75,dog,low_implied,0.1950349949043424,0.20863309352517986,0.17463606998561662,0.20416666666666666,0.20515066333576373,0.1676703591652616,0.16715105350465698,0.1799182970589213,0.08041782665162776,0.06711409395973154,0.07156832950981053,0.06597222222222222,0.09044523766270847,0.0684698595779444,0.07338418056746501,0.07400143978423854,0.29861048691475994,0.2868525896414343,0.3029795506090386,0.2992125984251969,0.2665093250416899,0.3052388159223274,0.2835062372827786,0.32929893944694383
RB,00-0030668,2016,1,13.681218107212288,0.2118925024841487,0.08197853175858483,0.2588029717034177,0,0,0,exante_mid,b3,7,25.75,big_fav,mid_implied,0.21519537021118537,0.22038567493112948,0.1825774063724765,0.20416666666666666,0.21714485780776743,0.23508468516013242,0.25013880859300774,0.19569366133959576,0.08994479948213344,0.08849557522123894,0.07471918701122063,0.07407407407407407,0.09584165833819451,0.10271377389893817,0.11635487392430469,0.08125489108690562,0.27193803241505,0.2345679012345679,0.28436347143792606,0.24285714285714285,0.24996525464676023,0.2800239710235527,0.24350854981063982,0.3070753606788667
