position,player_id,season,week,pred_vol,p_start,p_boom,p_bust,hit_start,hit_boom,hit_bust,stratum,star_bucket,team_spread,implied_total,sb,ib,p_start_platt,p_start_iso,p_start_strat_platt,p_start_strat_iso,p_start_platt_vol,p_start_platt_vegas,p_start_platt_vol_vegas,p_start_star_platt,p_boom_platt,p_boom_iso,p_boom_strat_platt,p_boom_strat_iso,p_boom_platt_vol,p_boom_platt_vegas,p_boom_platt_vol_vegas,p_boom_star_platt,p_bust_platt,p_bust_iso,p_bust_strat_platt,p_bust_strat_iso,p_bust_platt_vol,p_bust_platt_vegas,p_bust_platt_vol_vegas,p_bust_star_platt
RB,00-0031075,2018,13,12.29807760625934,0.19684981166101537,0.0816118054737065,0.3010481514758361,0,0,0,exante_mid,b3,6.5,27.25,fav,high_implied,0.19316043953696124,0.19205298013245034,0.1993098430283959,0.20116618075801748,0.18640087856461798,0.2180121650430219,0.22268288604065628,0.1843352596452765,0.08449968580321439,0.1,0.09121821088663747,0.10038610038610038,0.08242789718758714,0.10100332314159309,0.10298795968112312,0.0825635941219263,0.29869534918952867,0.2890995260663507,0.3015341882957537,0.2995391705069124,0.29469566308438755,0.30598215560290754,0.2839748272569146,0.3255645289882368
RB,00-0032058,2018,13,17.771299661243138,0.39574002327409297,0.22138104179248863,0.10499880425565622,0,0,1,exante_high,b2,-1.5,23.75,close,mid_implied,0.4094275793057438,0.4146341463414634,0.4167159409118444,0.4155844155844156,0.4102960472966372,0.42202210591820327,0.42169362648177205,0.3731578198195001,0.24848409032990054,0.22983870967741934,0.24853312080021547,0.22439024390243903,0.2442378568390496,0.25766909586312725,0.24976025408783692,0.19501546696822025,0.15664786442898423,0.145985401459854,0.13621541657378378,0.12810463037663528,0.12734977125847582,0.15177122942471669,0.12377585088009921,0.11982494848768249
RB,00-0032187,2018,13,21.929151539427064,0.3992758307160774,0.24179633382696297,0.16572819189040555,0,0,0,exante_high,b1,-14,16,big_dog,low_implied,0.4132949759874338,0.4146341463414634,0.4202808666838046,0.4155844155844156,0.4815358018358717,0.3480471911534055,0.40715834615803365,0.4652431572250719,0.27273679518182614,0.22983870967741934,0.2724692122080751,0.22439024390243903,0.30564648055234966,0.20024840465560773,0.2265354556320814,0.3202599152041105,0.2063074711095424,0.18951612903225806,0.1642642256952822,0.15789473684210525,0.11129773761042551,0.20610951244271622,0.1200162033169141,0.15720889407033437
RB,00-0032200,2018,13,10.882781136248395,0.21149707551211927,0.08238219573286476,0.2096639192547406,0,0,0,exante_mid,b3,1.5,25.25,close,mid_implied,0.20882051805122406,0.2077922077922078,0.21325274501939473,0.20116618075801748,0.18247083423314295,0.23068126731453356,0.1989580241926446,0.19736428190494146,0.08537242027504253,0.1,0.09205025840857288,0.10038610038610038,0.07781281078333997,0.09866933591054691,0.08771400650305121,0.08329566978692793,0.2381664143119411,0.22363636363636363,0.24909863256313536,0.22916666666666666,0.27870581936825267,0.2342821649331635,0.2698766495441956,0.2724324135655628
RB,00-0032209,2018,13,10.739314392430854,0.2557109171286107,0.10028751215515452,0.12134759994241606,0,0,0,exante_mid,b2,-3.5,22.25,dog,mid_implied,0.256497623818973,0.23333333333333334,0.2551012799113997,0.2450592885375494,0.21055950239027474,0.2582424380415299,0.19535607485789236,0.24554981842902224,0.10582707431936374,0.10264900662251655,0.1113011731617626,0.10497237569060773,0.0917107835396982,0.10593602261117997,0.08399269439871919,0.09125074429029793,0.1708969292313393,0.145985401459854,0.18873705317330744,0.18055555555555555,0.22858249965660002,0.16666981647063228,0.22958580636115913,0.12914003004063995
RB,00-0032241,2018,13,24.01186499288214,0.7725333234612975,0.5529753889194531,0,1,1,0,exante_high,b1,9.5,32,big_fav,high_implied,0.804436439288365,0.711340206185567,0.7853072300860348,0.7128712871287128,0.7861969795235227,0.840458132815103,0.8388431783712841,0.800173953614508,0.6239815009403025,0.6309103952343265,0.6191861474664425,0.6309103952343265,0.6117450289458713,0.6931357414957462,0.6989916776127111,0.6277015597033808,0.002039645004249911,0.0125,0.008141308734016568,0.013245033112582781,0.00404470060753397,0.002069367998321918,0.003981391836833299,0.011521788401802404
RB,00-0032411,2018,13,13.01358131637742,0.16719401475084616,0.0659978433127828,0.39365527800441336,0,0,0,exante_mid,b3,1.5,25.25,close,mid_implied,0.16172135017537284,0.16080402010050251,0.1709210493108103,0.15770609318996415,0.17120517974333802,0.1812743172431637,0.20128369797061613,0.15789081135185787,0.06696930616300929,0.06587837837837837,0.07428069124054996,0.07441860465116279,0.07099420868080299,0.07835590247767919,0.08757616194074168,0.06763525997385336,0.35624744997449265,0.41818181818181815,0.35047165344740533,0.38323353293413176,0.318077318887774,0.352230139549183,0.30491545102779116,0.37443050518563953
RB,00-0032741,2018,13,17.683027323530677,0.3886189037031864,0.2156694051405829,0.1130291206389602,0,0,0,exante_high,b3,-4,26,dog,mid_implied,0.40163653373788244,0.4146341463414634,0.40952924771555643,0.4155844155844156,0.4034065384862447,0.4440070319236313,0.4554051513946812,0.35541220797279843,0.24169467179583087,0.22983870967741934,0.24182890928663062,0.22439024390243903,0.238138650801615,0.27481246348410177,0.2736157283510861,0.20658694083055393,0.1637469712497958,0.145985401459854,0.14033660212757393,0.1282051282051282,0.13223999977425532,0.15745894607639482,0.12466168706588455,0.20317051256678118
RB,00-0032764,2018,13,12.546002241858092,0.18324102238826043,0.07417982649351273,0.3414378423713581,0,0,0,exante_mid,b3,9,24.75,big_fav,mid_implied,0.1786851756157082,0.18181818181818182,0.18631125863072867,0.19130434782608696,0.17886150025485809,0.17786106302296514,0.18599803895922754,0.17221337484250435,0.07611623719810749,0.06587837837837837,0.08317427071553322,0.07441860465116279,0.07679878144268124,0.07777874265089334,0.08185061227126654,0.07548057157496592,0.3240532990548836,0.30578512396694213,0.32317469147770367,0.3087248322147651,0.30659112771532643,0.3412398315815138,0.3069966709404892,0.34725271592433443
RB,00-0032780,2018,13,18.391141957795725,0.3843300107504387,0.2160094797344212,0.1317815632609527,0,0,0,exante_high,b3,4,24.25,fav,mid_implied,0.3969430013451513,0.4146341463414634,0.4051963701202053,0.4155844155844156,0.4115113365072231,0.3994752488982905,0.4221978450037376,0.3515433995120843,0.24209893786685163,0.22983870967741934,0.24222814850920973,0.22439024390243903,0.2450074491274222,0.24568632245679087,0.25191392051494166,0.20689686533985419,0.17960467100721705,0.145985401459854,0.14939328785035724,0.1282051282051282,0.13342472242683082,0.18131847402236403,0.1312003590572132,0.21841175963030088
RB,00-0033025,2018,13,8.884422935147574,0.16283017712507375,0.04647065666349859,0.23807524781349798,0,0,0,exante_low,b3,NA,NA,NA,NA,0.15712981407529789,0.16080402010050251,0.1125381419436503,0.12886597938144329,0.13274900309739274,0.1623777282287216,0.12894049362962062,0.1539891888819438,0.04557321372639059,0.0449438202247191,0.03403042636528593,0.038461538461538464,0.04307928675202726,0.048592698342235376,0.04437413986185893,0.04866084502401071,0.2576325375697116,0.22363636363636363,0.3300626070386673,0.3089430894308943,0.33190915707934115,0.252165634887357,0.3291405781495639,0.2897650502334513
RB,00-0033045,2018,13,24.25931975015014,0.6551248130070351,0.4597965750707278,0,1,1,0,exante_high,b1,-7.5,22.75,big_dog,mid_implied,0.6869047418176008,0.711340206185567,0.6726842965622619,0.7128712871287128,0.706420631829212,0.6848200400351538,0.704840804332458,0.6992196726790783,0.5240554324338323,0.6226415094339622,0.5202787544901498,0.6226415094339622,0.5360509870960767,0.5091934202041735,0.522150668938348,0.5425815091330346,0.002039645004249911,0.0125,0.008141308734016568,0.013245033112582781,0.0039551668573714555,0.0019130453720380756,0.004253857099434362,0.011521788401802404
RB,00-0033118,2018,13,13.624460308709937,0.3310096318337489,0.16436487846007652,0.09789089394627037,0,0,0,exante_mid,b1,6,23.25,fav,mid_implied,0.33857568819515865,0.35,0.32584955171927316,0.391304347826087,0.2989547784948966,0.325047119225866,0.2755368390266673,0.3975991166062352,0.18079344052047389,0.15202702702702703,0.17904645844190858,0.26666666666666666,0.16016148654125856,0.1731310406247885,0.1443163619209737,0.23021673432707426,0.15018404630910742,0.145985401459854,0.16948050611959586,0.18055555555555555,0.17061921485744538,0.15528706905238976,0.17420001388567913,0.11961794300438913
RB,00-0033280,2018,13,22.369029293422415,0.8276079196307682,0.5908277225316303,0,1,1,0,exante_high,b1,4,30,fav,high_implied,0.8567642735562015,0.8,0.8375724836645602,0.8,0.8107519067460857,0.8818441581483597,0.838476951000537,0.847005017563939,0.662890147521592,0.6521739130434783,0.6578304521499317,0.6521739130434783,0.6236833703017113,0.7208885219916533,0.6799337476654117,0.6610235183248704,0.002039645004249911,0.0125,0.008141308734016568,0.013245033112582781,0.004692495419003301,0.0019487349103232488,0.004610311554757031,0.011521788401802404
RB,00-0033293,2018,13,18.694096903254778,0.5336903951849727,0.3315970621075396,0.0015463547202672068,1,0,0,exante_high,b3,14,30,big_fav,high_implied,0.5591108617619229,0.5821917808219178,0.5541884895074161,0.5867768595041323,0.5305105581600549,0.5880548253573564,0.5833449535341075,0.48876970106594814,0.3784902106925904,0.40625,0.3767145600072881,0.4126984126984127,0.353770763965761,0.4183960872278117,0.40417124520528414,0.3120396353134041,0.011605101434535199,0.0125,0.025165332663590247,0.013245033112582781,0.020745267969905296,0.012703829185662223,0.021153892850567544,0.024651500784409787
RB,00-0033295,2018,13,14.263398678380783,0.2822600671699115,0.13998948186226512,0.18981588441275365,0,0,1,exante_high,b3,-9,15.75,big_dog,low_implied,0.2853462558684828,0.3076923076923077,0.3010421667958998,0.30656934306569344,0.2721445598937583,0.22970278637248803,0.195028537919018,0.2602398242508009,0.15204574051198583,0.14694656488549618,0.15309242513334895,0.14754098360655737,0.14330187432577687,0.10879395935297705,0.09119450917364755,0.1372005651757455,0.22408057193171416,0.22363636363636363,0.17395788514051821,0.19736842105263158,0.2123303773253811,0.224156159850029,0.22942633629966647,0.2597173120369493
RB,00-0033308,2018,13,13.984777452647174,0.2585624418100363,0.12249662279601758,0.2288551780722905,0,0,0,exante_mid,b3,-10,18,big_dog,low_implied,0.25958955911481757,0.23333333333333334,0.2577902340955066,0.2450592885375494,0.25095824666951033,0.22772969375666227,0.20412298002742427,0.23917694702138018,0.1315650564768669,0.14694656488549618,0.13496838534184946,0.1510791366906475,0.1262205394948068,0.10522001381137848,0.09335187431162391,0.12097565418537322,0.251394692081651,0.22363636363636363,0.2606758702030597,0.22916666666666666,0.2341948805064723,0.24985639492370884,0.24537234169947533,0.28423914666645717
RB,00-0033373,2018,13,7.919872873941756,0.11550845949491562,0.02602977077660584,0.31122653723830407,0,0,1,exante_low,b3,4,24.25,fav,mid_implied,0.10806272248425179,0.10429447852760736,0.08980790034781728,0.07981220657276995,0.09592355035222633,0.11453104732742082,0.1010752187357651,0.1114045045748761,0.024104544303563884,0.018691588785046728,0.017826541818429412,0.011764705882352941,0.02489321791407557,0.026989622988881478,0.029164776989933156,0.02824849277291541,0.30513968125133545,0.2890995260663507,0.3805366769584375,0.3308270676691729,0.3882673952067578,0.3086330832058927,0.3853194726564069,0.33110307930293126
RB,00-0033553,2018,13,18.772889600705025,0.6969698179895887,0.4660974880413943,0,1,1,0,exante_high,b1,3.5,28,fav,high_implied,0.7296019959567626,0.711340206185567,0.7130271970381863,0.7128712871287128,0.6585256421534288,0.7593675443871046,0.6810990285995461,0.7354778284633413,0.5309856468251851,0.6226415094339622,0.5271256307004994,0.6226415094339622,0.4723479258468039,0.5776645112570794,0.4998136157593561,0.5484910407584717,0.002039645004249911,0.0125,0.008141308734016568,0.013245033112582781,0.006493272055212016,0.001953354445944398,0.006614103231479643,0.011521788401802404
RB,00-0033556,2018,13,10.730526227923542,0.2819333099666881,0.11803947649784818,0.07812165593478648,1,1,0,exante_mid,b2,4,24.25,fav,mid_implied,0.28499044301750315,0.3076923076923077,0.2797934634661473,0.25,0.22777584528954628,0.29048743409470107,0.2187763461402039,0.26942278112951257,0.12637301277714116,0.13257575757575757,0.1302358972375271,0.12941176470588237,0.10569461173097675,0.13192116088110942,0.10192503808492835,0.10655449015626989,0.1311381427188639,0.11825192802056556,0.15139367357343025,0.18055555555555555,0.19405239005096012,0.1321675301340671,0.19483555919454235,0.10297815237527914
RB,00-0033594,2018,13,14.296323933376764,0.2920601517273532,0.14681055948193789,0.17265025008092227,0,0,0,exante_high,b3,10,28,big_fav,high_implied,0.29602515291389697,0.3076923076923077,0.31113191237005827,0.30656934306569344,0.2798386742137439,0.321028963226648,0.3204054668594001,0.2689588503088888,0.1600695992952937,0.14694656488549618,0.16105560378199268,0.14754098360655737,0.14949951071922826,0.18256087985325276,0.17572998106524898,0.14350208385512173,0.2115007948708312,0.18951612903225806,0.1671113157824831,0.174496644295302,0.20370362814431153,0.22373812310987545,0.19817543323421244,0.24822443303784356
RB,00-0033699,2018,13,15.132765772205818,0.2892463750547707,0.14880415085980048,0.1989880168162984,0,0,0,exante_high,b3,-3.5,24.5,dog,mid_implied,0.2929576450249286,0.3076923076923077,0.30823698769317043,0.30656934306569344,0.28910083193530284,0.31703981398204656,0.31528888962832624,0.2664548167421219,0.16241810061696887,0.14694656488549618,0.16338537083567437,0.14754098360655737,0.1567471956832379,0.17771478292440795,0.16973728069727323,0.1453414568717207,0.23064602922719074,0.22363636363636363,0.17750605176040193,0.2010178117048346,0.20344412633416567,0.2241050220242548,0.19578517008407187,0.26566313876535674
RB,00-0033725,2018,13,10.124919919998492,0.17696269096769468,0.05968242669129975,0.2660461783630329,0,0,0,exante_mid,b3,7,25.5,big_fav,mid_implied,0.1720338451191037,0.16447368421052633,0.1802984819922606,0.19130434782608696,0.15212875033243825,0.18124281279888588,0.16203883205241768,0.1666139628952743,0.05997634898070228,0.06578947368421052,0.06738672181137088,0.07441860465116279,0.056785022196650776,0.06618183616193031,0.06361212188990949,0.061540978612300463,0.2761650556332975,0.2536945812807882,0.2821656445117954,0.2742616033755274,0.3210641376929993,0.28577837099112424,0.3180994835377043,0.30603877335628454
RB,00-0033893,2018,13,18.796017987344875,0.3278649571955954,0.1838240075563059,0.2173886517074426,1,0,0,exante_high,b2,-5.5,21.25,dog,mid_implied,0.33513559331690446,0.35,0.3478298564153506,0.35443037974683544,0.37338415691185245,0.3254136521617821,0.36731098561795905,0.31121915832301095,0.2038556514315526,0.22857142857142856,0.20442998428500433,0.22439024390243903,0.21772684388663707,0.19022530529327028,0.20552207143715484,0.1628869765152606,0.2435332951901492,0.22363636363636363,0.18442785819185958,0.2010178117048346,0.16111284516431795,0.23938422408627427,0.16063151503183887,0.17619366271984102
RB,00-0033897,2018,13,20.28235210748281,0.3840100639572598,0.22416762863302275,0.1631205364681536,0,0,0,exante_high,b2,-3.5,19.5,dog,low_implied,0.39659283875305934,0.4146341463414634,0.4048730062472182,0.4155844155844156,0.44214670108710313,0.36205671166300224,0.4034616071723869,0.3624264239330752,0.2517961166082583,0.22983870967741934,0.25180299606052503,0.22439024390243903,0.2711311691365429,0.2173428557925017,0.23413158429311975,0.1974027128412151,0.20433140282897022,0.18951612903225806,0.16317745041451806,0.15789473684210525,0.12607884537201378,0.20162316716784068,0.12883492959740064,0.15084228446276154
RB,00-0033906,2018,13,16.55895129657379,0.40976293265601327,0.2252340056491532,0.06950465755189661,1,0,0,exante_high,b1,7.5,30.25,big_fav,high_implied,0.4247606451425782,0.4146341463414634,0.43084100092999117,0.4155844155844156,0.4014352475553404,0.4861318432689543,0.48519497478745993,0.47539392663391455,0.2530634760231966,0.22983870967741934,0.25305412869110083,0.22439024390243903,0.23656052624576596,0.3139014766468997,0.3045270543995905,0.3016110254911973,0.12223384306994349,0.11825192802056556,0.1154869961666592,0.1048158640226629,0.11846223656932034,0.12508932100726386,0.1105534673404288,0.10049159171217295
RB,00-0033948,2018,13,9.633579732345646,0.152750659226512,0.04551793668214621,0.310344133799634,0,0,0,exante_low,b3,14,30,big_fav,high_implied,0.14656288414442672,0.13356164383561644,0.10785306486015611,0.12698412698412698,0.13188718740977085,0.1709866772377791,0.1706840930324098,0.14496411707838566,0.044548149121225275,0.0449438202247191,0.03325125229917263,0.038461538461538464,0.04387309751035585,0.0572118416747907,0.06281344735721628,0.047724113724981754,0.3045826212036907,0.2890995260663507,0.37995600609463853,0.3308270676691729,0.3516024767215061,0.3298513052148034,0.34251129318562723,0.3306250750046739
RB,00-0033950,2018,13,9.04686657660534,0.11321990320375608,0.02969468432248923,0.37870380446861507,0,0,1,exante_low,b3,-4,20.25,dog,mid_implied,0.10572909085700882,0.10429447852760736,0.08865127270995513,0.07981220657276995,0.10108392162503517,0.10088678906972161,0.0918776519741622,0.10932813173403283,0.02786040457108113,0.018691588785046728,0.02064326917673145,0.011764705882352941,0.02948090109926626,0.026335963846819434,0.027957550810321145,0.03196519492092671,0.347070933488204,0.41818181818181815,0.42354711855932003,0.48854961832061067,0.39430260074652074,0.3437008482363879,0.3993309774441507,0.3667193635236262
RB,00-0033951,2018,13,16.42959360564524,0.3213763799814471,0.1722621651976125,0.17945867036358965,0,0,1,exante_high,b3,3.5,25.75,fav,mid_implied,0.3280394560790776,0.3492063492063492,0.3411983702765074,0.35443037974683544,0.33221227373033746,0.3508027691704052,0.3660102161256137,0.2950868328277576,0.19014403419657852,0.15202702702702703,0.19086033201815708,0.15057915057915058,0.18744882682770686,0.20973035225550368,0.21001343725732,0.16691503328878865,0.21653894975098295,0.18951612903225806,0.1698614371768772,0.174496644295302,0.17696726937564142,0.21662049626763355,0.17011160336668793,0.2528436724499255
RB,00-0034109,2018,13,17.44674831410012,0.448939370326785,0.25902013495296794,0.04434396499369675,1,1,0,exante_high,b1,3.5,23,fav,mid_implied,0.4675005033862377,0.5294117647058824,0.470116989893925,0.5339805825242718,0.44549797933924284,0.4544629647921376,0.4222665584264954,0.512805426161638,0.29316237427227787,0.3357142857142857,0.2926159185872429,0.3381294964028777,0.2753440596226277,0.28233514495883527,0.25433522911757916,0.3393376449686965,0.09319497845264177,0.11825192802056556,0.09665281420931247,0.1048158640226629,0.09188712700746385,0.09365841410299619,0.09321720010160753,0.08007723230633626
RB,00-0034115,2018,13,11.733951831058278,0.1714540543966665,0.06376084130740856,0.34498303458918345,1,0,0,exante_mid,b3,-10,18,big_dog,low_implied,0.16621288883997962,0.16080402010050251,0.17501387599102383,0.15770609318996415,0.16252049605726057,0.1458554285343731,0.1329822775720034,0.16169665189978766,0.06448517930299183,0.06587837837837837,0.07184179177201666,0.07441860465116279,0.06489046633022838,0.05223817684133006,0.05010232321375766,0.0654806974571165,0.32625533692185993,0.34146341463414637,0.3250473440029129,0.3246753246753247,0.3239577339373594,0.32501506578245093,0.33680590020672857,0.3491234276805384
RB,00-0034164,2018,13,8.05239823004974,0.10768114208980428,0.02386707535590448,0.33821770524128536,0,0,1,exante_low,b3,-9,15.75,big_dog,low_implied,0.10009890942910485,0.10429447852760736,0.0858235693970656,0.07981220657276995,0.091587334290635,0.0796871046404047,0.06413714627686996,0.10429446918031646,0.02191216553516517,0.018691588785046728,0.016186165890711566,0.011764705882352941,0.023247324061321933,0.016229319568890444,0.01652309870533337,0.026040187669940106,0.3220503802444781,0.30578512396694213,0.39804566593138974,0.3469387755102041,0.39792836591135483,0.3229007240406088,0.42251469911309236,0.3455495140610918
RB,00-0034184,2018,13,12.351877859381888,0.18005905782841747,0.0714957329056547,0.3434099976270064,0,0,0,exante_mid,b3,1.5,25.25,close,mid_implied,0.17531195543865588,0.16447368421052633,0.18326520685905004,0.19130434782608696,0.17461360207069368,0.1956283639697395,0.20053301962390996,0.16937612299251315,0.07310549760792455,0.06587837837837837,0.08026126120038912,0.07441860465116279,0.07372900874448232,0.0851624197107835,0.0882597183894156,0.07291273001018364,0.3252786570751645,0.30578512396694213,0.3242168739046909,0.3087248322147651,0.3111523553878802,0.32122724242174466,0.2990779418046032,0.34829393470593156
RB,00-0034331,2018,13,7.63973585772219,0.15001405946840696,0.03683471928690785,0.18918945654138186,0,0,0,exante_low,b3,3.5,28,fav,high_implied,0.1437036959198767,0.13356164383561644,0.10656875647498429,0.12698412698412698,0.11571231236216127,0.1767903868810789,0.1448380008839915,0.1425103067624798,0.035305212766318456,0.01937984496124031,0.026249784341471977,0.011764705882352941,0.0331568501553202,0.04791472896871347,0.04663508222157353,0.039127569523915405,0.22362841479027903,0.22363636363636363,0.29264555653576546,0.2616822429906542,0.3293574077488123,0.22208028863648027,0.3149043771079541,0.2593065452619884
RB,00-0034367,2018,13,12.410173381339003,0.26496744675301964,0.1180781196428704,0.16660824153483045,0,0,0,exante_mid,b3,3.5,25.75,fav,mid_implied,0.2665407351075312,0.24074074074074073,0.2638264432321524,0.2450592885375494,0.2362189064968931,0.2888191256696241,0.25532975929875534,0.24486764977946138,0.1264179753743934,0.13257575757575757,0.13027696353540733,0.12941176470588237,0.11401649467353553,0.14279949512249415,0.12581450543756495,0.11686076446436576,0.20697188941429634,0.18951612903225806,0.22145683389051884,0.19402985074626866,0.2296480465135385,0.20698541138206406,0.2229888489161205,0.24405261305895537
RB,00-0034378,2018,13,12.502327185516766,0.20451214195939715,0.08620402592224741,0.2901191741640189,0,0,1,exante_mid,b3,-1.5,23.75,close,mid_implied,0.20134286392357367,0.2077922077922078,0.20660946078809073,0.20116618075801748,0.19408201779780254,0.21529699541943004,0.20641814752819437,0.1911529458955129,0.0897116204813023,0.10181818181818182,0.09617319902007161,0.10038610038610038,0.0872315969077254,0.09771230965288434,0.09388378364422047,0.08692184752170487,0.29172652473923233,0.2890995260663507,0.29555915729207816,0.2995391705069124,0.2862575156435524,0.2851875759229868,0.27839133167658897,0.31955287992734394
RB,00-0034440,2018,13,12.571231984536013,0.17996334930458657,0.07225838001093776,0.3501278350289099,1,0,0,exante_mid,b3,-3.5,24.5,dog,mid_implied,0.1752105641131556,0.16447368421052633,0.18317354457661736,0.19130434782608696,0.17666328982712046,0.19562959834698834,0.20184264022256287,0.1692907633964034,0.07395999037911521,0.06587837837837837,0.08108939104062518,0.07441860465116279,0.07517220032122851,0.08428555561162887,0.0876247094151895,0.07364290149682151,0.32944556687904597,0.34146341463414637,0.32775873542582606,0.3246753246753247,0.30959611570210266,0.32202143076891626,0.2983140964640139,0.3518303429949444
RB,00-0034457,2018,13,14.767880825446602,0.2555364030574989,0.12423566553752752,0.2579524668410337,0,0,0,exante_high,b3,7,25.5,big_fav,mid_implied,0.25630845353011855,0.23333333333333334,0.27342697446732606,0.26804123711340205,0.25860539296204854,0.2653563130430572,0.2790100983763251,0.23648875697295202,0.1335940075528037,0.14694656488549618,0.1347588899217447,0.14107883817427386,0.1322312684607925,0.14212451965574308,0.1447095488285275,0.12259322822915912,0.2708575895340631,0.2536945812807882,0.19895709102390308,0.2010178117048346,0.23353940936062142,0.28032027439222973,0.2294676644808039,0.3013991466319174
RB,00-0034681,2018,13,9.502353864058737,0.09828291513801402,0.02565040742541002,0.4391950608053171,1,1,0,exante_low,b3,-14,16,big_dog,low_implied,0.09060607513243257,0.10429447852760736,0.08092448742179723,0.07981220657276995,0.09323336599486286,0.07445772282093872,0.0712589479263521,0.09572346954495667,0.023718624133532706,0.018691588785046728,0.017537582350753058,0.011764705882352941,0.02656985785983697,0.01766725517851546,0.019715113598858816,0.027861981581794926,0.3841380649203605,0.43884892086330934,0.4605015311230639,0.5125,0.41006044966479177,0.38529114253133084,0.43259462131279347,0.3977223714262956
RB,00-0034750,2018,13,12.206562146523614,0.210984785364172,0.08778469211020679,0.2658307852625841,0,0,0,exante_mid,b3,10,28,big_fav,high_implied,0.20827151290423618,0.2077922077922078,0.21276585325767305,0.20116618075801748,0.1956625179363138,0.23095545265288187,0.2317344060047577,0.19690883038979215,0.09151080429000576,0.10181818181818182,0.09787612256466224,0.10038610038610038,0.08741030899473588,0.10787278204570412,0.10835044384254053,0.08841896604627422,0.2760243426874428,0.2536945812807882,0.2820441874468867,0.2742616033755274,0.28122003377525,0.29112283551765145,0.27366214695278307,0.3059159738522619
RB,00-0034791,2018,13,18.14637299704055,0.33525297111782604,0.18542802898578148,0.19415913328109424,1,0,0,exante_high,b2,-6.5,20.75,big_dog,mid_implied,0.3432185226396361,0.35,0.35537054406059815,0.35443037974683544,0.36915859215120417,0.3286041884634628,0.3524147253487612,0.31794636125170045,0.2057595723395955,0.22857142857142856,0.20631337403071026,0.22439024390243903,0.21373261132332919,0.1874894254647958,0.1933065172049629,0.16425809093790741,0.22720212161189707,0.22363636363636363,0.17564685243289477,0.19736842105263158,0.1608853506529115,0.2235197319102183,0.16204870040608657,0.1656314913524422
RB,00-0034838,2018,13,12.80188144427423,0.18376167647614208,0.07543252640828069,0.3475378411745267,0,0,1,exante_mid,b3,3.5,23,fav,mid_implied,0.1792375489314728,0.18181818181818182,0.18680941985494368,0.19130434782608696,0.18177650832950212,0.17815365271022288,0.1823664935279179,0.17267750805438686,0.07752457971310923,0.06587837837837837,0.0845323447696151,0.07441860465116279,0.07884720161463199,0.07805441662330624,0.08032390161189838,0.07667717838967768,0.3278403132018067,0.34146341463414637,0.32639466098977704,0.3246753246753247,0.3041060798469506,0.33143995697023626,0.3023275217661054,0.350468765978912
RB,00-0034844,2018,13,22.56933773166255,0.6771468825565774,0.47040647892361376,0,1,0,0,exante_high,b1,-4,20.25,dog,mid_implied,0.7094758649106442,0.711340206185567,0.6939453038591482,0.7128712871287128,0.6985324906479115,0.67752809425535,0.644529365213846,0.7183487466680423,0.535711320321742,0.6226415094339622,0.5317953917049895,0.6226415094339622,0.5239633589509554,0.4864666570476847,0.45456000221143195,0.5525186841337267,0.002039645004249911,0.0125,0.008141308734016568,0.013245033112582781,0.004608288167497891,0.0019335249891975187,0.005162477570141311,0.011521788401802404
RB,00-0034845,2018,13,16.880787823714726,0.3294010982024447,0.17801826744274307,0.1778966952124933,0,0,0,exante_high,b2,5.5,26.75,fav,high_implied,0.33681597145876807,0.35,0.34939862001009747,0.35443037974683544,0.345169148171608,0.3638260153658409,0.39041898636003547,0.3126177168247128,0.19696756627453002,0.19047619047619047,0.19761454443122375,0.18421052631578946,0.1963136572146295,0.22121860912260766,0.22816094245889101,0.15792439235470662,0.21538898361618422,0.18951612903225806,0.1692347088067288,0.174496644295302,0.17043455242815403,0.21898338321211847,0.16334060858150373,0.1579944051173984
RB,00-0023500,2018,14,16.178319981693825,0.2408544780497116,0.109899562180244,0.31274119051960914,0,0,0,exante_high,b3,-7.5,20.25,big_dog,mid_implied,0.2394185619650549,0.22674418604651161,0.2553638574468849,0.23693379790940766,0.26414709026242816,0.229552228142215,0.2532984475966539,0.221597507691663,0.11605749231312672,0.13382899628252787,0.11576251563346757,0.13934426229508196,0.1257677156914422,0.1048811478843269,0.11505270652241036,0.10779800296070474,0.30577886216384775,0.29534883720930233,0.2190182160277297,0.2222222222222222,0.23196400093695263,0.3008241498829783,0.2324163361585773,0.3315355509859336
RB,00-0025394,2018,14,17.78789568695718,0.31762878143563,0.17101705954018254,0.1923077980307707,0,0,1,exante_high,b2,-4,18.5,dog,low_implied,0.32322960167713116,0.34375,0.33551048529225086,0.35802469135802467,0.34892068304264573,0.2857191225181966,0.29971926874870264,0.30199755531765377,0.18738779945125134,0.15100671140939598,0.1871111390828795,0.15,0.1956484824397904,0.15478451481126693,0.15690509794589305,0.15045259482807904,0.2256661624766822,0.2222222222222222,0.17612449098821278,0.20232558139534884,0.16529178012641946,0.22618707397265936,0.17310398325872123,0.16394046754549665
