player_id,player_name,season,week,actual_fp,intercept,pred_fp,feat_prior_epa_per_opp,feat_baseline_epa_per_opp,feat_rolling_epa_per_opp,feat_form_residual,feat_is_cold_start_int,feat_draft_tier_int,feat_def_short_pass_epa_adj,feat_def_deep_pass_epa_adj,feat_wt_air_yards_per_target,feat_wt_snap_share,feat_games_played_so_far,feat_def_used_fallback_int,feat_team_spread,feat_implied_total,feat_wt_target_share,feat_wt_air_yards_share,feat_wt_team_total_plays,feat_baseline_target_share,feat_baseline_air_yards_share,feat_baseline_snap_share,feat_baseline_team_total_plays
00-0030035,Adam Thielen,2025,18,7.3,11.313234767388156,8.709420161644324,0.4235380323459844,0.1585829891212981,-0.10671411863596891,-0.06594140430341752,0,-0.058132173338743605,-0.03725039670344777,-0.06275272476166609,0.011807317763087511,-0.4462600542052131,-0.05665046495600526,-0.004353139473036991,0.01626573595649721,-1.13191621996167,-1.5618704711862912,-0.03535038585862242,0.014180090611567157,-0.022392323187984176,-0.036498509995879044,0.42673796180287404,-0.028844346777197355
00-0030279,Keenan Allen,2025,18,10.6,11.313234767388156,11.299285524435401,-0.14035304294916973,-0.05496621637302334,0.3680423126639376,0.10733999372315747,0,-0.0024919500432760227,0.030080541943315536,0.11448677411812201,0.08368565184840956,-0.4821100923415435,-0.022490946979628428,-0.02298938881491231,0.055925219288263224,-1.1583689459342768,-0.41975521912429786,-0.03079425241639209,0.02978701711964103,1.1046599158201167,-0.004197835362252926,0.49424056603330313,-0.063679345172255
00-0031588,Stefon Diggs,2025,18,7.3,11.313234767388156,12.661805426272599,-0.009949227102361,-0.004784564558667801,0.3907297475657814,0.11792696144732857,0,-0.00462388695532879,6.791571209673985e-4,-0.21010985780410746,0.06563956621535234,-0.7540821702070352,-0.04785585149261058,-0.004353139473036991,-0.02204111782595648,0.8177204424924114,-0.32379078769885056,-0.045374408467826165,-0.004505328789031162,1.1071620081905063,6.026574582055008e-4,0.3771227785645555,-0.09754231979585723
