position,rank,player_id,player_name,player_disp,posteam,defteam,start_pct,boom_pct,disp_vol,report_status,p_start_recal,p_boom_recal,pred_vol
QB,1,00-0040691,Jaxson Dart,Jaxson Dart,NYG,LA,44,24,37,NA,0.43620788044727465,0.2378691419027316,6.340837663383896
QB,2,00-0026498,Matthew Stafford,Matthew Stafford,LA,NYG,35,14,34,NA,0.34788507025691223,0.14332243221860283,1.148995278397084
QB,3,00-0039107,Stetson Bennett,Stetson Bennett,LA,NYG,34,14,33,NA,0.34288507025691223,0.13832243221860285,1.8816928816750949
QB,4,00-0041568,Ty Simpson,Ty Simpson,LA,NYG,33,8,32,NA,0.3307232576589803,0.08224240766087534,2.6272110523773766
QB,5,00-0031503,Jameis Winston,Jameis Winston,NYG,LA,18,4,32,NA,0.18147332459806545,0.03695095393465202,2.501996171216178
RB,1,00-0037840,Kyren Williams,Kyren Williams,LA,NYG,50,25,18,NA,0.4984921792747586,0.2529044154343564,17.70782285908786
RB,2,00-0040715,Cam Skattebo,Cam Skattebo,NYG,LA,40,17,18,NA,0.4040049481566253,0.1684085558682204,17.818917701299554
RB,3,00-0039738,Blake Corum,Blake Corum,LA,NYG,38,16,12,NA,0.38462467706753095,0.16225590944220594,12.19089047430747
RB,4,00-0037557,Ronnie Rivers,Ronnie Rivers,LA,NYG,25,8,9,NA,0.24584303276283667,0.08115788193553193,9.253325197914648
RB,5,00-0035250,Devin Singletary,Devin Singletary,NYG,LA,23,8,10,NA,0.22644702792043975,0.07850362998802182,10.429882108921236
RB,6,00-0036893,Najee Harris,Najee Harris,NYG,LA,22,6,10,NA,0.2223214871430389,0.0627567844403521,10.398177995088172
RB,7,00-0033376,Patrick Ricard,Patrick Ricard,NYG,LA,18,5,9,NA,0.18315313273886089,0.05073170723123132,8.759330108130523
RB,8,00-0039384,Tyrone Tracy Jr.,Tyrone Tracy Jr.,NYG,LA,16,5,9,NA,0.15866759200920716,0.05176970281123504,8.670478778744947
TE,1,00-0037838,Isaiah Likely,Isaiah Likely,NYG,LA,31,15,6,NA,0.30631082524220404,0.1468626449685872,6.107050221799029
TE,2,00-0041510,Max Klare,Max Klare,LA,NYG,22,7,5,NA,0.2155515765376393,0.06759537263867949,4.640041293404359
TE,3,00-0036244,Colby Parkinson,Colby Parkinson,LA,NYG,19,6,4,NA,0.1928595992096294,0.05611790252579439,4.391882305985813
TE,4,00-0033110,Tyler Higbee,Tyler Higbee,LA,NYG,18,6,4,NA,0.1793378821307804,0.05830308906284837,4.2152266570730506
TE,5,00-0040737,Terrance Ferguson,Terrance Ferguson,LA,NYG,17,5,4,NA,0.17224503447890557,0.04956610774783282,4.1303443872075025
TE,6,00-0040225,Thomas Fidone II,Thomas Fidone II,NYG,LA,15,6,4,NA,0.1508190126006859,0.05611790252579439,4.446769820052327
TE,7,00-0039847,Theo Johnson,Theo Johnson,NYG,LA,15,5,4,NA,0.1495654990035532,0.05338724910356462,4.426086262854019
TE,8,00-0039074,Davis Allen,Davis Allen,LA,NYG,15,4,4,NA,0.14907943498310575,0.04193151520405128,3.821223213813544
TE,9,00-0031484,Chris Manhertz,Chris Manhertz,NYG,LA,14,4,4,NA,0.13703130905067357,0.04247644574696996,4.236190414056845
WR,1,00-0039075,Puka Nacua,Puka Nacua (Q),LA,NYG,59,36,8,Questionable,0.5853444124281173,0.3636666666666667,8.46441657244277
WR,2,00-0039337,Malik Nabers,Malik Nabers,NYG,LA,43,26,9,NA,0.4316301282857634,0.2624254473161034,9.492341424162005
WR,3,00-0031381,Davante Adams,Davante Adams,LA,NYG,40,22,8,NA,0.4038471820915176,0.22448979591836735,7.755330803526324
WR,4,00-0041042,Malachi Fields,Malachi Fields,NYG,LA,30,14,7,NA,0.30182848985032046,0.14439140811455847,7.493388529251113
WR,5,00-0036309,Darnell Mooney,Darnell Mooney,NYG,LA,21,9,6,NA,0.21412308312329217,0.08568075117370892,6.28691388552396
WR,6,00-0039751,Jordan Whittington,Jordan Whittington (D),LA,NYG,21,7,6,Doubtful,0.2084896521418165,0.06790123456790123,5.716151899771906
WR,7,00-0041399,CJ Daniels,CJ Daniels,LA,NYG,12,4,5,NA,0.12450816042855904,0.04385964912280701,4.962939025203606
WR,8,00-0038359,Xavier Smith,Xavier Smith,LA,NYG,12,4,5,NA,0.11619274791695498,0.04385964912280701,4.642987120503389
WR,9,00-0036849,Tutu Atwell,Tutu Atwell,LA,NYG,11,4,5,NA,0.11433858514497558,0.04385964912280701,4.979034179171253
WR,10,00-0040590,Konata Mumpfield,Konata Mumpfield,LA,NYG,10,3,5,NA,0.09807967419737744,0.0332425068119891,4.509654071623872
WR,11,00-0031235,Odell Beckham Jr.,Odell Beckham Jr.,NYG,LA,2,2,5,NA,0.01873198593530921,0,4.662157222849493
