position,arm,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,floor,verdict
WR,ae,1406,116,spearman,0.1059360021478197,0.13678964487507786,0.030853642727258157,-0.048454650525760624,0.1081341480813869,0.02,0.114,NEUTRAL
WR,ae,1406,116,concordance,0.535952354933887,0.5431100426182931,0.0071576876844060555,-0.01933199535533134,0.03279411493164492,0.01,0.114,NEUTRAL
