component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_3_5,0.5,0.4503933011925907,0.8356857704641274,-0.04960669880740931
efficiency,low_opp_3_5,0.8,0.751839634610505,1.6796736734417945,-0.048160365389495086
efficiency,low_opp_3_5,0.9,0.870083735092616,2.2734059116352614,-0.02991626490738397
volume,low_opp_3_5,0.5,0.578533367165694,2.614936652072089,0.07853336716569403
volume,low_opp_3_5,0.8,0.8335447855874144,5.453085246302191,0.03354478558741436
volume,low_opp_3_5,0.9,0.9106825678761735,7.278498850937921,0.010682567876173499
combined,low_opp_3_5,0.5,0.5021568129916265,3.6070065834280114,0.002156812991626511
combined,low_opp_3_5,0.8,0.7964983506724181,7.112487358103354,-0.0035016493275819016
combined,low_opp_3_5,0.9,0.895965490992134,9.56406879768905,-0.004034509007866061
