position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,pred_fp,lo_80_fp,hi_80_fp,lo_90_fp,hi_90_fp,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,p_start_recal_preoverride,p_boom_recal_preoverride,override_flag_type,override_confidence,override_reason
TE,00-0037838,Isaiah Likely,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,12,17,6.107050221799029,1.4429104248082425,-2.627870296748738,6.2280356428735395,-4.1085045683322345,7.77703731018215,NA,NA,NA,NA,NA,0.364,0.135,0.30631082524220404,0.1468626449685872,platt_vol_vegas,platt,0.30631082524220404,0.1468626449685872,NA,NA,NA
TE,00-0041510,Max Klare,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.640041293404359,1.1847448841083839,-2.3130720819010797,5.296362118511229,-3.5853065818274157,6.627341280222669,NA,NA,NA,NA,NA,0.2415,0.0625,0.21555157653763926,0.06759537263867949,platt_vol_vegas,platt,0.21555157653763926,0.06759537263867949,NA,NA,NA
TE,00-0036244,Colby Parkinson,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.391882305985813,1.0697080805428891,-2.323541947453865,5.058408870586357,-3.5577431061893394,6.349598524484395,NA,NA,NA,NA,NA,0.2055,0.052,0.1928595992096294,0.05611790252579439,platt_vol_vegas,platt,0.1928595992096294,0.05611790252579439,NA,NA,NA
TE,00-0033110,Tyler Higbee,LA,NYG,2026_02_NYG_LA,2026,2,NA,Did Not Participate In Practice,12,17,4.2152266570730506,1.2939063802499842,-2.023285468699725,5.19320222920418,-3.2298225614404528,6.455450445521845,NA,NA,NA,NA,NA,0.215,0.054,0.1793378821307804,0.058303089062848375,platt_vol_vegas,platt,0.1793378821307804,0.058303089062848375,NA,NA,NA
TE,00-0040737,Terrance Ferguson,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.1303443872075025,1.2143646556147636,-2.0657743295258193,5.070105568761273,-3.258834464461971,6.318254536864716,NA,NA,NA,NA,NA,0.1995,0.046,0.17224503447890557,0.04956610774783282,platt_vol_vegas,platt,0.17224503447890557,0.04956610774783282,NA,NA,NA
TE,00-0040225,Thomas Fidone II,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.446769820052327,0.7532325679247122,-2.6633687682110696,4.7693823760052245,-3.906063321575701,6.069457601913969,NA,NA,NA,NA,NA,0.1885,0.052,0.1508190126006859,0.05611790252579439,platt_vol_vegas,platt,0.1508190126006859,0.05611790252579439,NA,NA,NA
TE,00-0039847,Theo Johnson,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.426086262854019,0.848543593950266,-2.5592733814541146,4.854367553272133,-3.798772865753987,6.151100179726399,NA,NA,NA,NA,NA,0.1915,0.0495,0.1495654990035532,0.05338724910356462,platt_vol_vegas,platt,0.1495654990035532,0.05338724910356462,NA,NA,NA
TE,00-0039074,Davis Allen,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,12,17,3.8212232138135436,1.006080749612657,-2.136145200069957,4.699707515864646,-3.279043270094127,5.895378215920708,NA,NA,NA,NA,NA,0.167,0.039,0.14907943498310575,0.04193151520405128,platt_vol_vegas,platt,0.14907943498310575,0.04193151520405128,NA,NA,NA
TE,00-0031484,Chris Manhertz,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,12,17,4.236190414056845,0.8681782897539368,-2.458113073760597,4.7781704447964755,-3.667959864085404,6.043881181990779,NA,NA,NA,NA,NA,0.182,0.0395,0.13703130905067357,0.04247644574696996,platt_vol_vegas,platt,0.13703130905067357,0.04247644574696996,NA,NA,NA
WR,00-0039075,Puka Nacua,LA,NYG,2026_02_NYG_LA,2026,2,Questionable,Did Not Participate In Practice,15,20,9.277351405516985,NA,NA,NA,NA,NA,18.861261791229442,8.48419229033661,30.875081325429846,6.819353642093683,35.804701544298005,0.5807455205149015,0.3650653544943959,0.6713895509630691,0.4470792037318236,platt,platt,0.5993895509630691,0.3750792037318236,role_change_up,0.72,Puka Nacua's likely absence creates opportunity for backup pass-catchers Parkinson and Ferguson to see increased target share.
WR,00-0039337,Malik Nabers,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,15,20,9.371172017833164,NA,NA,NA,NA,NA,15.017140278436894,4.556371660546487,27.12786058859281,2.8781047968724707,32.09724201937317,0.41094249071859257,0.2415947449986372,0.42084268580278916,0.24740003540706795,platt,platt,0.42084268580278916,0.24740003540706795,NA,NA,NA
WR,00-0031381,Davante Adams,LA,NYG,2026_02_NYG_LA,2026,2,NA,Full Participation in Practice,15,20,7.955621639140997,NA,NA,NA,NA,NA,14.746455974535005,5.567727335777311,25.372923245467724,4.095143753464093,29.733272405433468,0.39888915073045905,0.214715336066015,0.40806022492661026,0.21955062908985773,platt,platt,0.40806022492661026,0.21955062908985773,NA,NA,NA
WR,00-0041042,Malachi Fields,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,15,20,7.492513991317242,NA,NA,NA,NA,NA,11.384861777510972,2.6352795759378065,21.51449438335483,1.2315458335836524,25.67097780324645,0.2592747754106559,0.13248758920544834,0.26008680139426765,0.13446247711422557,platt,platt,0.26008680139426765,0.13446247711422557,NA,NA,NA
WR,00-0036309,Darnell Mooney,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,15,20,6.239174370401772,NA,NA,NA,NA,NA,10.181584237030123,2.621698104207864,18.933872895308497,1.4088325057693663,22.52519195985704,0.1976657305636057,0.08515688684951861,0.19539515263501933,0.08573584068154025,platt,platt,0.19539515263501933,0.08573584068154025,NA,NA,NA
WR,00-0039751,Jordan Whittington,LA,NYG,2026_02_NYG_LA,2026,2,Doubtful,Did Not Participate In Practice,15,20,5.69314497665391,NA,NA,NA,NA,NA,10.001671508117735,2.9748400812765734,18.136828032997354,1.8474947808440554,21.474919800943404,0.18378539262474924,0.07209225964226462,0.18093091181596452,0.0723522566787266,platt,platt,0.18093091181596452,0.0723522566787266,NA,NA,NA
WR,00-0041399,CJ Daniels,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,15,20,5.059888873147759,NA,NA,NA,NA,NA,8.428530033496887,2.033049769529206,15.83275390606875,1.006994897620313,18.87092270853411,0.12443884342779321,0.040666144407172866,0.11977434584759929,0.04035718466741651,platt,platt,0.11977434584759929,0.04035718466741651,NA,NA,NA
WR,00-0036849,Tutu Atwell,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,15,20,4.995163111477537,NA,NA,NA,NA,NA,8.428530033496887,2.0984508590922744,15.757037261086928,1.082888570039498,18.764137317851166,0.1224463250328629,0.03967781486111899,0.11774509712937173,0.03935712979001113,platt,platt,0.11774509712937173,0.03935712979001113,NA,NA,NA
WR,00-0038359,Xavier Smith,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,15,20,4.653465167769179,NA,NA,NA,NA,NA,8.5224022363215,2.5404872665652416,15.447830162712503,1.5807824836979503,18.289535037091866,0.11405109724492135,0.03488234204739371,0.1092161511375543,0.03451187386315162,platt,platt,0.1092161511375543,0.03451187386315162,NA,NA,NA
WR,00-0040590,Konata Mumpfield,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,15,20,4.451467804012145,NA,NA,NA,NA,NA,7.154830416650828,1.38114985715462,13.83917962371171,0.4548530315208401,16.5819628748916,0.07883864181048705,0.01870070241152444,0.07387632771241535,0.018273269102735114,platt,platt,0.07387632771241535,0.018273269102735114,NA,NA,NA
WR,00-0031235,Odell Beckham Jr.,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,15,20,4.61223391207759,NA,NA,NA,NA,NA,7.96957807469473,2.030016918235253,14.84597182342228,1.077107142886307,17.66755654592678,0.09727053780541806,0.029238088605918144,0.007279797286119008,0,platt,platt,0.09227979728611901,0.02882593979091067,role_change_down,0.85,"Despite preseason hype about increased offensive role, OBJ received only 11 snaps with zero targets/touches, indicating significantly reduced opportunity and role change in the offense."
