position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,28,0.9685878337400525,0.03895625508280149,1.176208046841019,4.2925897837647495,0,TRUE,TRUE,TRUE
QB,start,28,0.9813770659472857,-0.08874944736085798,1.1769113320191082,6.292695999517328,0,TRUE,TRUE,TRUE
RB,boom,51,0.9928057271432538,0.09724517383154929,1.0069625678671292,4.053158690650044,0,TRUE,TRUE,TRUE
RB,start,51,0.9932202161737154,0.24141542083385803,1.480080729348988,4.784165645879767,0,TRUE,TRUE,TRUE
TE,boom,30,0.9776952215922892,-0.3166596143962621,1.6536251561429114,3.9577915784892475,0,TRUE,TRUE,TRUE
TE,start,30,0.9934023485191706,0.010270155777387534,1.165000495054761,3.515273545991049,0,TRUE,TRUE,TRUE
WR,boom,77,0.9666694155146218,-0.07622704810988291,1.1858732701388959,6.5432098765432105,0,TRUE,TRUE,TRUE
WR,start,77,0.9806891131486665,0.06887771343578711,1.6370378892595632,5.730268759433993,0,TRUE,TRUE,TRUE
