state,n,mean_vol_resid_A_shipped,mean_vol_resid_B_injury,vol_rmse_A_shipped,vol_rmse_B_injury,cov80_A_shipped,cov80_B_injury,d_rmse,d_cov_pp
return+above_out,170,0.4035253184405564,-0.003868786206597598,2.3617076887408843,2.3360621387383858,0.8,0.7941176470588235,-0.025645550002498574,-0.5882352941176561
above_new_out,369,0.3751834575832551,-0.07315870380922193,2.5178739900442273,2.4960309491358936,0.8292682926829268,0.8211382113821138,-0.021843040908333666,-0.8130081300812941
return_week,3314,-0.23171700879841173,-0.19877205444752125,2.411643510476763,2.4057337547907993,0.7972238986119493,0.7948098974049487,-0.005909755685963525,-0.24140012070006378
above_q_only,628,-0.10649660415339546,-0.14573344601452878,2.3168893509111483,2.326783719209785,0.821656050955414,0.8200636942675159,0.009894368298636547,-0.15923566878981443
steady,11789,-0.06772511397196232,-0.06915257150293926,2.8600203768227357,2.8587767013992167,0.7864958859954194,0.786326236321995,-0.0012436754235189973,-0.016964967342436577
above_long_out,953,0.0426037788339911,-0.004322637637475898,2.297508519364972,2.300213374376172,0.8111227701993704,0.8090241343126967,0.0027048550112001024,-0.20986358866736943
