cell,bin,n,pred,emp,delta,method,threshold,position
exante_high,"[0.3,0.4)",176,0.34009109864669773,0.3806818181818182,0.040590719535120445,strat_iso,20+,WR
exante_high,"[0.4,0.5)",200,0.4439146914070125,0.415,-0.028914691407012527,strat_iso,20+,WR
exante_high,"[0.5,0.6)",5,0.5,0.2,-0.3,strat_iso,20+,WR
exante_high,"[0.6,0.7)",1,0.625,0,-0.625,strat_iso,20+,WR
exante_low,"[0,0.1)",2162,0.03880785747463095,0.030527289546716005,-0.008280567927914942,platt_vol,20+,WR
exante_mid,"[0,0.1)",5129,0.06818077822256098,0.06317020861766426,-0.005010569604896722,platt_vol,20+,WR
exante_mid,"[0.1,0.2)",4335,0.1424205564674674,0.15570934256055363,0.01328878609308623,platt_vol,20+,WR
exante_mid,"[0.2,0.3)",1842,0.24041246203117658,0.25787187839305103,0.017459416361874452,platt_vol,20+,WR
exante_mid,"[0.3,0.4)",261,0.32218448956581514,0.3065134099616858,-0.015671079604129334,platt_vol,20+,WR
exante_mid,"[0.4,0.5)",1,0.4038854329427577,0,-0.4038854329427577,platt_vol,20+,WR
exante_high,"[0.1,0.2)",5,0.18894448581185305,0.4,0.21105551418814697,platt_vol,20+,WR
exante_high,"[0.2,0.3)",232,0.26848141813561754,0.21982758620689655,-0.048653831928721,platt_vol,20+,WR
exante_high,"[0.3,0.4)",576,0.3450570662464269,0.3246527777777778,-0.020404288468649112,platt_vol,20+,WR
exante_high,"[0.4,0.5)",176,0.4368993775876719,0.4147727272727273,-0.022126650314944596,platt_vol,20+,WR
exante_high,"[0.5,0.6)",17,0.5327060583692002,0.4117647058823529,-0.12094135248684723,platt_vol,20+,WR
exante_low,"[0,0.1)",2162,0.03948980444403374,0.030527289546716005,-0.008962514897317732,platt_vegas,20+,WR
exante_mid,"[0,0.1)",5173,0.06601039285219333,0.06514595012565243,-8.644427265409038e-4,platt_vegas,20+,WR
exante_mid,"[0.1,0.2)",4276,0.1427175441337728,0.15247895229186156,0.009761408158088763,platt_vegas,20+,WR
exante_mid,"[0.2,0.3)",1725,0.24027945429609587,0.25855072463768114,0.018271270341585266,platt_vegas,20+,WR
exante_mid,"[0.3,0.4)",377,0.32995092290365824,0.2917771883289125,-0.038173734574745766,platt_vegas,20+,WR
exante_mid,"[0.4,0.5)",17,0.41957358565355524,0.5294117647058824,0.10983817905232712,platt_vegas,20+,WR
exante_high,"[0.1,0.2)",60,0.17232893451443407,0.2,0.027671065485565943,platt_vegas,20+,WR
exante_high,"[0.2,0.3)",329,0.25802388650294283,0.22796352583586627,-0.03006036066707657,platt_vegas,20+,WR
exante_high,"[0.3,0.4)",433,0.3476223874593515,0.36027713625866054,0.012654748799309057,platt_vegas,20+,WR
exante_high,"[0.4,0.5)",170,0.43619991008672565,0.43529411764705883,-9.057924396668193e-4,platt_vegas,20+,WR
exante_high,"[0.5,0.6)",14,0.5179514591558232,0.21428571428571427,-0.3036657448701089,platt_vegas,20+,WR
exante_low,"[0,0.1)",2161,0.04157345308251554,0.03054141601110597,-0.01103203707140957,platt_vol_vegas,20+,WR
exante_low,"[0.1,0.2)",1,0.10030246288688464,0,-0.10030246288688464,platt_vol_vegas,20+,WR
exante_mid,"[0,0.1)",5358,0.06713046678354113,0.06550951847704367,-0.0016209483064974634,platt_vol_vegas,20+,WR
exante_mid,"[0.1,0.2)",4216,0.14180802152458377,0.1608159392789374,0.01900791775435362,platt_vol_vegas,20+,WR
exante_mid,"[0.2,0.3)",1635,0.24030351823154183,0.25504587155963304,0.014742353328091207,platt_vol_vegas,20+,WR
exante_mid,"[0.3,0.4)",348,0.3309064728006808,0.2959770114942529,-0.034929461306427934,platt_vol_vegas,20+,WR
exante_mid,"[0.4,0.5)",11,0.4185243086201354,0.45454545454545453,0.03602114592531913,platt_vol_vegas,20+,WR
exante_high,"[0.1,0.2)",25,0.1757401289069609,0.16,-0.015740128906960887,platt_vol_vegas,20+,WR
exante_high,"[0.2,0.3)",247,0.26295381504593884,0.22267206477732793,-0.040281750268610916,platt_vol_vegas,20+,WR
exante_high,"[0.3,0.4)",470,0.34908788043696354,0.32340425531914896,-0.02568362511781458,platt_vol_vegas,20+,WR
exante_high,"[0.4,0.5)",219,0.4415209878952378,0.410958904109589,-0.030562083785648786,platt_vol_vegas,20+,WR
exante_high,"[0.5,0.6)",43,0.5362714565653844,0.4186046511627907,-0.11766680540259372,platt_vol_vegas,20+,WR
exante_high,"[0.6,0.7)",2,0.6292145080715523,0.5,-0.12921450807155233,platt_vol_vegas,20+,WR
