season,week,player_name,player_name_norm,position,ecr_rank,pos_rank,ecr_best,ecr_worst,team,fp_player_id,scoring,era,source_page,wayback_ts,before_kick
2023,2,Christian McCaffrey,christian mccaffrey,RB,1,1,1,2,SF,16393,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Nick Chubb,nick chubb,RB,2,2,1,6,CLE,17246,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Saquon Barkley,saquon barkley,RB,3,3,2,8,NYG,17240,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Derrick Henry,derrick henry,RB,4,4,2,8,TEN,15514,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Austin Ekeler,austin ekeler,RB,5,5,2,10,LAC,16483,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Bijan Robinson,bijan robinson,RB,6,6,3,11,ATL,23133,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Tony Pollard,tony pollard,RB,7,7,4,17,DAL,18705,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Travis Etienne Jr.,travis etienne,RB,8,8,4,16,JAC,19231,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Josh Jacobs,josh jacobs,RB,9,9,4,13,LV,18269,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Kenneth Walker III,kenneth walker,RB,10,10,7,19,SEA,23021,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Joe Mixon,joe mixon,RB,11,11,9,15,CIN,16420,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Aaron Jones,aaron jones,RB,12,12,9,28,GB,16673,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,David Montgomery,david montgomery,RB,13,13,8,23,DET,18239,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Rhamondre Stevenson,rhamondre stevenson,RB,14,14,10,23,NE,22726,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jahmyr Gibbs,jahmyr gibbs,RB,15,15,11,28,DET,22968,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Alexander Mattison,alexander mattison,RB,16,16,12,28,MIN,18621,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,James Cook,james cook,RB,17,17,11,27,BUF,22958,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Dameon Pierce,dameon pierce,RB,18,18,11,26,HOU,22947,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Isiah Pacheco,isiah pacheco,RB,19,19,8,31,KC,24333,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Rachaad White,rachaad white,RB,20,20,13,29,TB,23891,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Najee Harris,najee harris,RB,21,21,13,29,PIT,19302,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Miles Sanders,miles sanders,RB,22,22,13,27,CAR,18283,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jamaal Williams,jamaal williams,RB,23,23,17,33,NO,16424,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,James Conner,james conner,RB,24,24,8,33,ARI,16447,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Raheem Mostert,raheem mostert,RB,25,25,15,33,MIA,14338,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Javonte Williams,javonte williams,RB,26,26,19,35,DEN,22739,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Kenneth Gainwell,kenneth gainwell,RB,27,27,20,39,PHI,23310,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Breece Hall,breece hall,RB,28,28,14,41,NYJ,22982,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Brian Robinson Jr.,brian robinson,RB,29,29,22,34,WAS,20094,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Tyler Allgeier,tyler allgeier,RB,30,30,22,37,ATL,24172,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Dalvin Cook,dalvin cook,RB,31,31,26,39,NYJ,16374,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Samaje Perine,samaje perine,RB,32,32,22,44,DEN,16423,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,AJ Dillon,aj dillon,RB,33,33,22,41,GB,19358,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Gus Edwards,gus edwards,RB,34,34,25,52,BAL,17687,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Khalil Herbert,khalil herbert,RB,35,35,26,41,CHI,22763,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Cam Akers,cam akers,RB,36,36,26,45,LAR,19268,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Kyren Williams,kyren williams,RB,37,37,31,49,LAR,23059,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Ezekiel Elliott,ezekiel elliott,RB,38,38,31,46,NE,15498,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Tank Bigsby,tank bigsby,RB,39,39,29,52,JAC,22908,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,D'Andre Swift,dandre swift,RB,40,40,29,49,PHI,19210,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Joshua Kelley,joshua kelley,RB,41,41,29,58,LAC,19445,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jerick McKinnon,jerick mckinnon,RB,42,42,36,53,KC,12209,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Justice Hill,justice hill,RB,43,43,28,94,BAL,18256,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Zach Charbonnet,zach charbonnet,RB,44,44,37,56,SEA,23152,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Roschon Johnson,roschon johnson,RB,45,45,36,62,CHI,25322,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Antonio Gibson,antonio gibson,RB,46,46,34,51,WAS,19624,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jaylen Warren,jaylen warren,RB,47,47,39,56,PIT,24209,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Deon Jackson,deon jackson,RB,48,48,33,65,IND,20097,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Elijah Mitchell,elijah mitchell,RB,49,49,40,64,SF,22813,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Damien Harris,damien harris,RB,50,50,41,62,BUF,18230,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Chuba Hubbard,chuba hubbard,RB,51,51,41,61,CAR,19792,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Devin Singletary,devin singletary,RB,52,52,44,65,HOU,18280,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Tyjae Spears,tyjae spears,RB,53,53,38,72,TEN,25323,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,D'Onta Foreman,donta foreman,RB,54,54,51,67,CHI,16407,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Zack Moss,zack moss,RB,55,55,33,76,IND,19263,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jerome Ford,jerome ford,RB,56,56,46,66,CLE,22921,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Rico Dowdle,rico dowdle,RB,57,57,39,68,DAL,19647,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,De'Von Achane,devon achane,RB,58,58,44,74,MIA,23136,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Clyde Edwards-Helaire,clyde edwards-helaire,RB,59,59,48,82,KC,19325,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Chris Evans,chris evans,RB,60,60,51,79,CIN,22797,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Zamir White,zamir white,RB,61,61,59,84,LV,20095,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Sean Tucker,sean tucker,RB,62,62,43,116,TB,23679,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Ty Chandler,ty chandler,RB,63,63,50,84,MIN,19471,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Michael Carter,michael carter,RB,64,64,59,79,NYJ,22728,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Chase Edmonds,chase edmonds,RB,65,65,59,73,TB,17496,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Latavius Murray,latavius murray,RB,66,66,55,79,BUF,11821,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Deuce Vaughn,deuce vaughn,RB,67,67,59,84,DAL,22984,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Keaontay Ingram,keaontay ingram,RB,68,68,52,74,ARI,23162,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Kendre Miller,kendre miller,RB,69,69,41,96,NO,24360,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Trayveon Williams,trayveon williams,RB,70,70,61,87,CIN,18607,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Rashaad Penny,rashaad penny,RB,71,71,53,89,PHI,17308,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Evan Hull,evan hull,RB,72,72,53,97,IND,25325,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Boston Scott,boston scott,RB,73,73,58,88,PHI,17612,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Cordarrelle Patterson,cordarrelle patterson,RB,74,74,60,114,ATL,11613,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Salvon Ahmed,salvon ahmed,RB,75,75,54,87,MIA,19449,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Pierre Strong Jr.,pierre strong,RB,76,76,62,97,CLE,24173,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Isaiah Spiller,isaiah spiller,RB,77,77,62,94,LAC,23143,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Chase Brown,chase brown,RB,78,78,67,94,CIN,25324,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Matt Breida,matt breida,RB,79,79,65,84,NYG,17058,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Israel Abanikanda,israel abanikanda,RB,80,80,56,111,NYJ,24352,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Melvin Gordon III,melvin gordon,RB,81,81,59,95,BAL,13903,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,Jordan Mason,jordan mason,RB,82,82,73,102,SF,22969,HALF,json,half-point-ppr-rb,20230913002819,TRUE
2023,2,JaMycal Hasty,jamycal hasty,RB,83,83,66,91,JAC,19627,HALF,json,half-point-ppr-rb,20230913002819,TRUE
