page,wayback_ts,status,week_label,n_players
qb,20190909002006,ok,1,43
qb,20190916061148,ok,2,47
qb,20190923071137,ok,3,38
qb,20190930072659,ok,4,36
qb,20191007082152,ok,5,43
qb,20191014090522,ok,6,43
qb,20191016231733,ok,7,34
qb,20191022182630,ok,8,32
qb,20191028225913,ok,8,50
qb,20191104235008,ok,9,49
qb,20191112003115,ok,10,48
qb,20191114055311,ok,11,31
qb,20191119013625,ok,11,50
qb,20191126031127,ok,12,44
qb,20191203062919,ok,14,32
qb,20191210052128,ok,15,33
qb,20191213060823,ok,15,54
qb,20191217055646,ok,16,34
qb,20191224063823,ok,17,36
qb,20191227220915,ok,17,41
qb,20191231070613,not_weekly,NA,0
qb,20200107075459,not_weekly,NA,0
qb,20200907160625,ok,1,37
qb,20200916190423,ok,2,37
qb,20200917221336,ok,2,57
qb,20200925122800,ok,3,58
qb,20200926031518,ok,3,56
qb,20200927112311,ok,3,55
qb,20201002073600,ok,4,44
qb,20201013204646,ok,6,34
qb,20201028010541,ok,8,34
qb,20201029030617,ok,8,36
qb,20201031123711,ok,8,42
qb,20201101032322,ok,8,41
qb,20201102014136,ok,8,43
qb,20201104105826,ok,9,37
qb,20201115125211,ok,10,39
qb,20201119082423,ok,11,39
qb,20201126103929,ok,12,40
qb,20210907041320,ok,1,44
qb,20210914030957,ok,1,68
qb,20210927025227,ok,3,53
qb,20211004041617,ok,4,60
qb,20211007110040,ok,5,36
qb,20211011050630,ok,5,51
qb,20211018061102,ok,6,37
qb,20211020082835,ok,7,30
qb,20211025082856,ok,7,37
qb,20211026205258,ok,8,35
qb,20211101141635,ok,8,41
qb,20211108190716,ok,9,39
qb,20211115205048,ok,10,39
qb,20211122185029,ok,11,41
qb,20211129174540,ok,12,38
qb,20211130170944,ok,13,33
qb,20211214015427,ok,14,36
qb,20211215003936,ok,15,34
qb,20211222012722,ok,15,38
qb,20211230003434,ok,17,44
qb,20220102013237,ok,17,46
qb,20220106025039,ok,18,41
qb,20220906153602,ok,1,53
qb,20220913082129,ok,2,37
qb,20220920160725,ok,3,35
qb,20220922024615,ok,3,38
qb,20220923184204,ok,3,40
qb,20220927163927,ok,4,38
qb,20220929012104,ok,4,41
qb,20220930033922,ok,4,43
qb,20221004045248,ok,5,37
qb,20221029102039,ok,8,44
qb,20221105055924,ok,9,40
qb,20221126211755,ok,12,38
qb,20221203084458,ok,13,38
qb,20221210101224,ok,14,42
qb,20221217113825,ok,15,43
qb,20221224183238,ok,16,42
qb,20221227235059,ok,17,38
qb,20221231132322,ok,17,43
qb,20230107173255,ok,18,46
qb,20230905153723,ok,1,37
qb,20231004001724,ok,5,34
qb,20231130063402,ok,13,35
qb,20231214213817,ok,15,36
qb,20231219015814,ok,15,40
qb,20231228013808,ok,17,39
qb,20240918190402,ok,3,34
qb,20241005103220,ok,5,34
qb,20241015164113,ok,7,46
qb,20241123133653,ok,12,37
qb,20241201075744,ok,13,38
qb,20241208011813,ok,14,30
qb,20241212082359,ok,15,38
qb,20250906153136,ok,1,93
qb,20250909033038,ok,1,84
qb,20250916160734,ok,3,34
qb,20250929021822,ok,4,60
qb,20251008155241,ok,6,43
qb,20251011074921,ok,6,60
qb,20251107043005,ok,10,51
qb,20251109164918,ok,10,44
qb,20251113011142,ok,11,65
qb,20251114035336,ok,11,56
qb,20251117224240,ok,11,59
rb,20160103192253,parse_fail,NA,0
rb,20160104232253,parse_fail,NA,0
rb,20170917043111,ok,2,114
rb,20171008034731,ok,5,99
rb,20171119135423,ok,11,100
rb,20180906124547,ok,1,148
rb,20180907012946,ok,1,146
rb,20180913050226,ok,2,132
rb,20180920185223,ok,3,132
rb,20180928162320,ok,4,120
rb,20181005202356,ok,5,112
rb,20181011171032,ok,6,103
rb,20181018193826,ok,7,96
rb,20181025184647,ok,8,94
rb,20181101213332,ok,9,82
rb,20181109125330,ok,10,94
rb,20181117153425,ok,11,83
rb,20181122142817,ok,12,97
rb,20181129201045,ok,13,109
rb,20181206202741,ok,14,113
rb,20181220121425,ok,16,110
rb,20181229011734,ok,17,104
rb,20190102032428,not_weekly,NA,0
rb,20190103132633,not_weekly,NA,0
rb,20190909054801,ok,1,131
rb,20190916062347,ok,2,127
rb,20190923072422,ok,3,103
rb,20190930073510,ok,4,101
rb,20191007083121,ok,5,94
rb,20191014091625,ok,6,94
rb,20191018175158,ok,7,99
rb,20191028231431,ok,8,101
rb,20191105000456,ok,9,102
rb,20191112004540,ok,10,97
rb,20191119020851,ok,11,100
rb,20191126033421,ok,12,94
rb,20191203084525,ok,14,103
rb,20191210054742,ok,15,99
rb,20191211095600,ok,15,104
rb,20191217061726,ok,16,86
rb,20191224065950,ok,17,98
rb,20191231070441,not_weekly,NA,0
rb,20200107082543,not_weekly,NA,0
rb,20200916161310,ok,2,115
rb,20200917175640,ok,2,122
rb,20200922222448,ok,3,102
rb,20200925115058,ok,3,120
rb,20200926031742,ok,3,118
rb,20201001210918,ok,4,108
rb,20201007071312,ok,5,100
rb,20201030143807,ok,8,111
rb,20201031023058,ok,8,109
rb,20201101031407,ok,8,108
rb,20201102144825,ok,8,104
rb,20201104123729,ok,9,102
rb,20201114044706,ok,10,113
rb,20201116143747,ok,10,109
rb,20201119060624,ok,11,108
rb,20201122115716,ok,11,103
rb,20201124155525,ok,12,115
rb,20201217170101,ok,15,131
rb,20201219180429,ok,15,131
rb,20201231214709,ok,17,102
rb,20210907041401,ok,1,122
rb,20210914034115,ok,1,145
rb,20210916133654,ok,2,130
rb,20210917173352,ok,2,135
rb,20210926213909,ok,3,122
rb,20210927015654,ok,3,121
rb,20211004032657,ok,4,125
rb,20211011052312,ok,5,118
rb,20211012083603,ok,6,83
rb,20211015053937,ok,6,101
rb,20211018052018,ok,6,98
rb,20211021130651,ok,7,89
rb,20211023023159,ok,7,95
rb,20211025085429,ok,7,93
rb,20211101143430,ok,8,105
rb,20211103124815,ok,9,105
rb,20211108192735,ok,9,111
rb,20211115211951,ok,10,108
rb,20211122191148,ok,11,109
rb,20211129180648,ok,12,109
rb,20211130164003,ok,13,87
rb,20211203203112,ok,13,107
rb,20211204154823,ok,13,106
rb,20211214010156,ok,14,111
rb,20211215001540,ok,15,108
rb,20211222003349,ok,15,121
rb,20211230000141,ok,17,109
rb,20220106032000,ok,18,107
rb,20220108110044,ok,18,102
rb,20220905222000,ok,1,133
rb,20220913140646,ok,2,115
rb,20220920151602,ok,3,102
rb,20220924234702,ok,3,128
rb,20220927161049,ok,4,113
rb,20220929004805,ok,4,114
rb,20221001225529,ok,4,115
rb,20221005043639,ok,5,115
rb,20221008001348,ok,5,123
rb,20221010232926,ok,5,111
rb,20221015020440,ok,6,104
rb,20221022040924,ok,7,114
rb,20221029043744,ok,8,124
rb,20221105053516,ok,9,104
rb,20221112113418,ok,10,118
rb,20221119115352,ok,11,116
rb,20221126083819,ok,12,124
rb,20221203081721,ok,13,121
rb,20221210094131,ok,14,108
rb,20221217103744,ok,15,130
rb,20221224173928,ok,16,121
rb,20221231125835,ok,17,122
rb,20230107162814,ok,18,114
rb,20231203214207,ok,13,91
rb,20240910161044,ok,2,104
rb,20240917200551,ok,3,99
rb,20241113005451,ok,11,95
rb,20241116232207,ok,11,100
rb,20241215020530,ok,15,109
rb,20241218115337,ok,16,103
rb,20250909003254,ok,1,119
rb,20250915120738,ok,2,131
rb,20251017110033,ok,7,104
rb,20251109165013,ok,10,106
rb,20251116013309,ok,11,108
te,20160104232306,parse_fail,NA,0
te,20170917043136,ok,2,88
te,20190916151339,ok,2,90
te,20191113230436,ok,11,66
te,20200930134224,ok,4,52
te,20201003101828,ok,4,82
te,20201028193832,ok,8,57
te,20201101031250,ok,8,81
te,20201104110250,ok,9,74
te,20201108232916,ok,9,85
te,20201125002448,ok,12,50
te,20201218062459,ok,15,108
te,20210907041820,ok,1,79
te,20210914031807,ok,1,112
te,20210927025646,ok,3,104
te,20211004042030,ok,4,112
te,20211011051052,ok,5,98
te,20211018061537,ok,6,82
te,20211025083337,ok,7,75
te,20211101142110,ok,8,86
te,20211108191139,ok,9,93
te,20211115205613,ok,10,85
te,20211122185515,ok,11,93
te,20211129175003,ok,12,91
te,20211130171413,ok,13,49
te,20211214015946,ok,14,87
te,20211215004338,ok,15,88
te,20211222013138,ok,15,102
te,20211230003846,ok,17,92
te,20220106025459,ok,18,73
te,20220901144315,ok,1,62
te,20220906154755,ok,1,73
te,20220913082621,ok,2,61
te,20220920161948,ok,3,89
te,20220927171034,ok,4,105
te,20220929012715,ok,4,108
te,20221008011200,ok,5,108
te,20221015023237,ok,6,96
te,20221022043539,ok,7,100
te,20221029061330,ok,8,114
te,20221105060424,ok,9,90
te,20221112142244,ok,10,99
te,20221119141425,ok,11,95
te,20221126091821,ok,12,100
te,20221203085808,ok,13,97
te,20221210101901,ok,14,89
te,20221217114517,ok,15,109
te,20221224184529,ok,16,104
te,20221231132812,ok,17,105
te,20230107174634,ok,18,90
te,20230905153731,ok,1,69
te,20230913003423,ok,2,76
te,20240911082509,ok,2,102
te,20240927050148,ok,4,110
te,20241009164810,ok,6,65
te,20250917194028,ok,3,63
te,20251005000432,ok,5,90
te,20251013091052,ok,6,98
wr,20160101130853,parse_fail,NA,0
wr,20160104232301,parse_fail,NA,0
wr,20170917043036,ok,2,150
wr,20171008034737,ok,5,134
wr,20171206233131,ok,14,147
wr,20190921121018,ok,3,152
wr,20191007082101,ok,5,148
wr,20191112003026,ok,10,134
wr,20191212135056,ok,15,142
wr,20200916075306,ok,2,133
wr,20200920183213,ok,2,191
wr,20201001141454,ok,4,153
wr,20201003173757,ok,4,149
wr,20201028190924,ok,8,124
wr,20201031130309,ok,8,152
wr,20201101072027,ok,8,145
wr,20201104110057,ok,9,138
wr,20201130221810,ok,12,166
wr,20201217230035,ok,15,177
wr,20210907041532,ok,1,141
wr,20210914031332,ok,1,212
wr,20210926074257,ok,3,162
wr,20210927025455,ok,3,168
wr,20211004041843,ok,4,177
wr,20211011050900,ok,5,173
wr,20211018061338,ok,6,143
wr,20211025083131,ok,7,137
wr,20211101141926,ok,8,157
wr,20211108190951,ok,9,157
wr,20211115205402,ok,10,157
wr,20211122185320,ok,11,161
wr,20211129174810,ok,12,160
wr,20211130171218,ok,13,121
wr,20211205033717,ok,13,155
wr,20211214015724,ok,14,156
wr,20211215004156,ok,15,145
wr,20211222012943,ok,15,174
wr,20211230003656,ok,17,155
wr,20220106025305,ok,18,139
wr,20220906154232,ok,1,159
wr,20220908152208,ok,1,196
wr,20220913082408,ok,2,145
wr,20220920161455,ok,3,139
wr,20220927165235,ok,4,172
wr,20220929012421,ok,4,178
wr,20221002011638,ok,4,174
wr,20221008011005,ok,5,171
wr,20221015023037,ok,6,151
wr,20221022043338,ok,7,169
wr,20221029061006,ok,8,178
wr,20221105060211,ok,9,150
wr,20221112141755,ok,10,160
wr,20221119134719,ok,11,155
wr,20221126091559,ok,12,180
wr,20221203084810,ok,13,160
wr,20221210101608,ok,14,136
wr,20221217114123,ok,15,174
wr,20221224183956,ok,16,160
wr,20221231015627,ok,17,170
wr,20230107174030,ok,18,166
wr,20230905153650,ok,1,153
wr,20230913003450,ok,2,143
wr,20230928215950,ok,4,157
wr,20241213233223,ok,15,173
wr,20250912055340,ok,2,200
wr,20251008155619,ok,6,127
wr,20251024062918,ok,8,142
wr,20251031095711,ok,9,156
wr,20251209020336,ok,14,149
