season,week,player_name,player_name_norm,position,ecr_rank,pos_rank,ecr_best,ecr_worst,team,fp_player_id,scoring,era,source_page,wayback_ts,before_kick
2022,2,Josh Allen,josh allen,QB,1,1,1,2,BUF,17298,STD,json,qb,20220913082129,TRUE
2022,2,Lamar Jackson,lamar jackson,QB,2,2,1,4,BAL,17233,STD,json,qb,20220913082129,TRUE
2022,2,Patrick Mahomes II,patrick mahomes,QB,3,3,2,3,KC,16413,STD,json,qb,20220913082129,TRUE
2022,2,Justin Herbert,justin herbert,QB,4,4,3,6,LAC,18635,STD,json,qb,20220913082129,TRUE
2022,2,Jalen Hurts,jalen hurts,QB,5,5,3,5,PHI,19275,STD,json,qb,20220913082129,TRUE
2022,2,Russell Wilson,russell wilson,QB,6,6,5,9,DEN,11180,STD,json,qb,20220913082129,TRUE
2022,2,Kyler Murray,kyler murray,QB,7,7,6,8,ARI,18600,STD,json,qb,20220913082129,TRUE
2022,2,Joe Burrow,joe burrow,QB,8,8,7,9,CIN,19196,STD,json,qb,20220913082129,TRUE
2022,2,Tom Brady,tom brady,QB,9,9,7,12,TB,9603,STD,json,qb,20220913082129,TRUE
2022,2,Kirk Cousins,kirk cousins,QB,10,10,7,16,MIN,11177,STD,json,qb,20220913082129,TRUE
2022,2,Aaron Rodgers,aaron rodgers,QB,11,11,9,13,GB,9001,STD,json,qb,20220913082129,TRUE
2022,2,Derek Carr,derek carr,QB,12,12,9,14,LV,12092,STD,json,qb,20220913082129,TRUE
2022,2,Trey Lance,trey lance,QB,13,13,11,16,SF,20082,STD,json,qb,20220913082129,TRUE
2022,2,Matthew Stafford,matthew stafford,QB,14,14,10,16,LAR,9451,STD,json,qb,20220913082129,TRUE
2022,2,Jameis Winston,jameis winston,QB,15,15,12,20,NO,13891,STD,json,qb,20220913082129,TRUE
2022,2,Carson Wentz,carson wentz,QB,16,16,14,25,WAS,15520,STD,json,qb,20220913082129,TRUE
2022,2,Tua Tagovailoa,tua tagovailoa,QB,17,17,15,22,MIA,19198,STD,json,qb,20220913082129,TRUE
2022,2,Justin Fields,justin fields,QB,18,18,16,22,CHI,19781,STD,json,qb,20220913082129,TRUE
2022,2,Matt Ryan,matt ryan,QB,19,19,17,23,IND,9444,STD,json,qb,20220913082129,TRUE
2022,2,Trevor Lawrence,trevor lawrence,QB,20,20,18,21,JAC,19780,STD,json,qb,20220913082129,TRUE
2022,2,Marcus Mariota,marcus mariota,QB,21,21,18,27,ATL,13890,STD,json,qb,20220913082129,TRUE
2022,2,Jared Goff,jared goff,QB,22,22,19,24,DET,15501,STD,json,qb,20220913082129,TRUE
2022,2,Ryan Tannehill,ryan tannehill,QB,23,23,19,25,TEN,11174,STD,json,qb,20220913082129,TRUE
2022,2,Daniel Jones,daniel jones,QB,24,24,21,25,NYG,18232,STD,json,qb,20220913082129,TRUE
2022,2,Baker Mayfield,baker mayfield,QB,25,25,22,28,CAR,17237,STD,json,qb,20220913082129,TRUE
2022,2,Davis Mills,davis mills,QB,26,26,20,29,HOU,22799,STD,json,qb,20220913082129,TRUE
2022,2,Mitch Trubisky,mitch trubisky,QB,27,27,24,29,PIT,16381,STD,json,qb,20220913082129,TRUE
2022,2,Mac Jones,mac jones,QB,28,28,27,29,NE,20156,STD,json,qb,20220913082129,TRUE
2022,2,Jacoby Brissett,jacoby brissett,QB,29,29,27,31,CLE,15642,STD,json,qb,20220913082129,TRUE
2022,2,Geno Smith,geno smith,QB,30,30,26,32,SEA,11687,STD,json,qb,20220913082129,TRUE
2022,2,Joe Flacco,joe flacco,QB,31,31,29,32,NYJ,9300,STD,json,qb,20220913082129,TRUE
2022,2,Dak Prescott,dak prescott,QB,32,32,9,35,DAL,15600,STD,json,qb,20220913082129,TRUE
2022,2,Cooper Rush,cooper rush,QB,33,33,28,33,DAL,16477,STD,json,qb,20220913082129,TRUE
2022,2,Jimmy Garoppolo,jimmy garoppolo,QB,34,34,33,34,SF,12208,STD,json,qb,20220913082129,TRUE
2022,2,Kenny Pickett,kenny pickett,QB,35,35,34,35,PIT,22722,STD,json,qb,20220913082129,TRUE
2022,2,Drew Lock,drew lock,QB,36,36,34,35,SEA,18225,STD,json,qb,20220913082129,TRUE
2022,2,Desmond Ridder,desmond ridder,QB,37,37,36,36,ATL,20080,STD,json,qb,20220913082129,TRUE
2022,2,Christian McCaffrey,christian mccaffrey,RB,1,1,1,3,CAR,16393,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Jonathan Taylor,jonathan taylor,RB,2,2,1,2,IND,19217,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Austin Ekeler,austin ekeler,RB,3,3,2,6,LAC,16483,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,D'Andre Swift,dandre swift,RB,4,4,4,9,DET,19210,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Saquon Barkley,saquon barkley,RB,5,5,3,11,NYG,17240,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Dalvin Cook,dalvin cook,RB,6,6,4,9,MIN,16374,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Derrick Henry,derrick henry,RB,7,7,3,14,TEN,15514,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Joe Mixon,joe mixon,RB,8,8,7,11,CIN,16420,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Alvin Kamara,alvin kamara,RB,9,9,6,11,NO,16421,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Leonard Fournette,leonard fournette,RB,10,10,8,13,TB,16378,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Aaron Jones,aaron jones,RB,11,11,9,16,GB,16673,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Javonte Williams,javonte williams,RB,12,12,8,15,DEN,22739,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Nick Chubb,nick chubb,RB,13,13,10,14,CLE,17246,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,James Conner,james conner,RB,14,14,8,16,ARI,16447,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Antonio Gibson,antonio gibson,RB,15,15,13,20,WAS,19624,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Ezekiel Elliott,ezekiel elliott,RB,16,16,16,21,DAL,15498,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,AJ Dillon,aj dillon,RB,17,17,15,25,GB,19358,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Najee Harris,najee harris,RB,18,18,9,42,PIT,19302,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Josh Jacobs,josh jacobs,RB,19,19,18,25,LV,18269,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Kareem Hunt,kareem hunt,RB,20,20,16,28,CLE,16425,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Clyde Edwards-Helaire,clyde edwards-helaire,RB,21,21,18,27,KC,19325,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Cordarrelle Patterson,cordarrelle patterson,RB,22,22,19,31,ATL,11613,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Chase Edmonds,chase edmonds,RB,23,23,18,28,MIA,17496,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,David Montgomery,david montgomery,RB,24,24,18,36,CHI,18239,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Rashaad Penny,rashaad penny,RB,25,25,24,28,SEA,17308,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Travis Etienne Jr.,travis etienne,RB,26,26,19,32,JAC,19231,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Miles Sanders,miles sanders,RB,27,27,22,35,PHI,18283,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Darrell Henderson Jr.,darrell henderson,RB,28,28,21,37,LAR,18588,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Devin Singletary,devin singletary,RB,29,29,29,36,BUF,18280,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Michael Carter,michael carter,RB,30,30,27,40,NYJ,22728,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Breece Hall,breece hall,RB,31,31,22,43,NYJ,22982,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Damien Harris,damien harris,RB,32,32,30,35,NE,18230,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Jeff Wilson Jr.,jeff wilson,RB,33,33,21,53,SF,18026,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,James Robinson,james robinson,RB,34,34,26,47,JAC,19631,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Rhamondre Stevenson,rhamondre stevenson,RB,35,35,29,43,NE,22726,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Cam Akers,cam akers,RB,36,36,22,47,LAR,19268,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Melvin Gordon III,melvin gordon,RB,37,37,30,45,DEN,13903,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Dameon Pierce,dameon pierce,RB,38,38,26,47,HOU,22947,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Tony Pollard,tony pollard,RB,39,39,29,48,DAL,18705,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Nyheim Hines,nyheim hines,RB,40,40,39,43,IND,17297,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,J.D. McKissic,jd mckissic,RB,41,41,40,45,WAS,16230,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Kenyan Drake,kenyan drake,RB,42,42,38,49,BAL,15637,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Jamaal Williams,jamaal williams,RB,43,43,36,48,DET,16424,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Kenneth Gainwell,kenneth gainwell,RB,44,44,40,46,PHI,23310,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Rex Burkhead,rex burkhead,RB,45,45,39,49,HOU,11655,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Khalil Herbert,khalil herbert,RB,46,46,37,55,CHI,22763,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Raheem Mostert,raheem mostert,RB,47,47,34,54,MIA,14338,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Mike Davis,mike davis,RB,48,48,32,77,BAL,13943,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,James Cook,james cook,RB,49,49,44,59,BUF,22958,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Mark Ingram II,mark ingram,RB,50,50,47,56,NO,9872,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Rachaad White,rachaad white,RB,51,51,50,54,TB,23891,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Alexander Mattison,alexander mattison,RB,52,52,49,57,MIN,18621,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Jerick McKinnon,jerick mckinnon,RB,53,53,47,66,KC,12209,PPR,json,ppr-rb,20220913082335,TRUE
2022,2,Dontrell Hilliard,dontrell hilliard,RB,54,54,47,72,TEN,18037,PPR,json,ppr-rb,20220913082335,TRUE
