season,week,player_name,player_name_norm,position,ecr_rank,pos_rank,ecr_best,ecr_worst,team,fp_player_id,scoring,era,source_page,wayback_ts,before_kick
2019,1,Deshaun Watson,deshaun watson,QB,1,1,NA,NA,HOU,16398,NA,table,qb,20190904063811,TRUE
2019,1,Patrick Mahomes,patrick mahomes,QB,2,2,NA,NA,KC,16413,NA,table,qb,20190904063811,TRUE
2019,1,Jameis Winston,jameis winston,QB,3,3,NA,NA,TB,13891,NA,table,qb,20190904063811,TRUE
2019,1,Drew Brees,drew brees,QB,4,4,NA,NA,NO,9200,NA,table,qb,20190904063811,TRUE
2019,1,Carson Wentz,carson wentz,QB,5,5,NA,NA,PHI,15520,NA,table,qb,20190904063811,TRUE
2019,1,Baker Mayfield,baker mayfield,QB,6,6,NA,NA,CLE,17237,NA,table,qb,20190904063811,TRUE
2019,1,Russell Wilson,russell wilson,QB,7,7,NA,NA,SEA,11180,NA,table,qb,20190904063811,TRUE
2019,1,Lamar Jackson,lamar jackson,QB,8,8,NA,NA,BAL,17233,NA,table,qb,20190904063811,TRUE
2019,1,Cam Newton,cam newton,QB,9,9,NA,NA,CAR,9869,NA,table,qb,20190904063811,TRUE
2019,1,Aaron Rodgers,aaron rodgers,QB,10,10,NA,NA,GB,9001,NA,table,qb,20190904063811,TRUE
2019,1,Dak Prescott,dak prescott,QB,11,11,NA,NA,DAL,15600,NA,table,qb,20190904063811,TRUE
2019,1,Jared Goff,jared goff,QB,12,12,NA,NA,LAR,15501,NA,table,qb,20190904063811,TRUE
2019,1,Ben Roethlisberger,ben roethlisberger,QB,13,13,NA,NA,PIT,9039,NA,table,qb,20190904063811,TRUE
2019,1,Kirk Cousins,kirk cousins,QB,14,14,NA,NA,MIN,11177,NA,table,qb,20190904063811,TRUE
2019,1,Kyler Murray,kyler murray,QB,15,15,NA,NA,ARI,18600,NA,table,qb,20190904063811,TRUE
2019,1,Tom Brady,tom brady,QB,16,16,NA,NA,NE,9603,NA,table,qb,20190904063811,TRUE
