season,week,player_name,player_name_norm,position,ecr_rank,pos_rank,ecr_best,ecr_worst,team,fp_player_id,scoring,era,source_page,wayback_ts,before_kick
2018,15,Patrick Mahomes,patrick mahomes,QB,1,1,NA,NA,KC,16413,NA,table,qb,20181213083719,TRUE
2018,15,Ben Roethlisberger,ben roethlisberger,QB,2,2,NA,NA,PIT,9039,NA,table,qb,20181213083719,TRUE
2018,15,Drew Brees,drew brees,QB,3,3,NA,NA,NO,9200,NA,table,qb,20181213083719,TRUE
2018,15,Jared Goff,jared goff,QB,4,4,NA,NA,LAR,15501,NA,table,qb,20181213083719,TRUE
2018,15,Philip Rivers,philip rivers,QB,5,5,NA,NA,LAC,9509,NA,table,qb,20181213083719,TRUE
2018,15,Andrew Luck,andrew luck,QB,6,6,NA,NA,IND,11172,NA,table,qb,20181213083719,TRUE
2018,15,Deshaun Watson,deshaun watson,QB,7,7,NA,NA,HOU,16398,NA,table,qb,20181213083719,TRUE
2018,15,Russell Wilson,russell wilson,QB,8,8,NA,NA,SEA,11180,NA,table,qb,20181213083719,TRUE
2018,15,Cam Newton,cam newton,QB,9,9,NA,NA,CAR,9869,NA,table,qb,20181213083719,TRUE
2018,15,Tom Brady,tom brady,QB,10,10,NA,NA,NE,9603,NA,table,qb,20181213083719,TRUE
2018,15,Dak Prescott,dak prescott,QB,11,11,NA,NA,DAL,15600,NA,table,qb,20181213083719,TRUE
2018,15,Kirk Cousins,kirk cousins,QB,12,12,NA,NA,MIN,11177,NA,table,qb,20181213083719,TRUE
2018,15,Matt Ryan,matt ryan,QB,13,13,NA,NA,ATL,9444,NA,table,qb,20181213083719,TRUE
2018,15,Josh Allen,josh allen,QB,14,14,NA,NA,BUF,17298,NA,table,qb,20181213083719,TRUE
2018,15,Lamar Jackson,lamar jackson,QB,15,15,NA,NA,BAL,17233,NA,table,qb,20181213083719,TRUE
2018,15,Mitch Trubisky,mitch trubisky,QB,16,16,NA,NA,CHI,16381,NA,table,qb,20181213083719,TRUE
2018,15,Aaron Rodgers,aaron rodgers,QB,17,17,NA,NA,GB,9001,NA,table,qb,20181213083719,TRUE
2018,15,Baker Mayfield,baker mayfield,QB,18,18,NA,NA,CLE,17237,NA,table,qb,20181213083719,TRUE
2018,15,Jameis Winston,jameis winston,QB,19,19,NA,NA,TB,13891,NA,table,qb,20181213083719,TRUE
2018,15,Derek Carr,derek carr,QB,20,20,NA,NA,OAK,12092,NA,table,qb,20181213083719,TRUE
2018,15,Marcus Mariota,marcus mariota,QB,21,21,NA,NA,TEN,13890,NA,table,qb,20181213083719,TRUE
2018,15,Eli Manning,eli manning,QB,22,22,NA,NA,NYG,9213,NA,table,qb,20181213083719,TRUE
2018,15,Ryan Tannehill,ryan tannehill,QB,23,23,NA,NA,MIA,11174,NA,table,qb,20181213083719,TRUE
2018,15,Case Keenum,case keenum,QB,24,24,NA,NA,DEN,11425,NA,table,qb,20181213083719,TRUE
2018,15,Nick Mullens,nick mullens,QB,25,25,NA,NA,SF,16726,NA,table,qb,20181213083719,TRUE
2018,15,Jeff Driskel,jeff driskel,QB,26,26,NA,NA,CIN,15615,NA,table,qb,20181213083719,TRUE
2018,15,Nick Foles,nick foles,QB,27,27,NA,NA,PHI,11176,NA,table,qb,20181213083719,TRUE
2018,15,Josh Rosen,josh rosen,QB,28,28,NA,NA,ARI,17235,NA,table,qb,20181213083719,TRUE
2018,15,Cody Kessler,cody kessler,QB,29,29,NA,NA,JAC,15644,NA,table,qb,20181213083719,TRUE
2018,15,Matthew Stafford,matthew stafford,QB,30,30,NA,NA,DET,9451,NA,table,qb,20181213083719,TRUE
2018,15,Sam Darnold,sam darnold,QB,31,31,NA,NA,NYJ,17236,NA,table,qb,20181213083719,TRUE
2018,15,Josh Johnson,josh johnson,QB,32,32,NA,NA,WAS,9326,NA,table,qb,20181213083719,TRUE
2018,15,Carson Wentz,carson wentz,QB,33,33,NA,NA,PHI,15520,NA,table,qb,20181213083719,TRUE
2018,15,Taysom Hill,taysom hill,QB,34,34,NA,NA,NO,17115,NA,table,qb,20181213083719,TRUE
2018,15,Joe Flacco,joe flacco,QB,35,35,NA,NA,BAL,9300,NA,table,qb,20181213083719,TRUE
2018,15,Ryan Fitzpatrick,ryan fitzpatrick,QB,36,36,NA,NA,TB,9545,NA,table,qb,20181213083719,TRUE
2018,15,Josh McCown,josh mccown,QB,37,37,NA,NA,NYJ,9327,NA,table,qb,20181213083719,TRUE
2018,15,Joshua Dobbs,joshua dobbs,QB,38,38,NA,NA,PIT,16417,NA,table,qb,20181213083719,TRUE
2018,15,Tyrod Taylor,tyrod taylor,QB,39,39,NA,NA,CLE,10007,NA,table,qb,20181213083719,TRUE
2018,15,Blake Bortles,blake bortles,QB,40,40,NA,NA,JAC,12090,NA,table,qb,20181213083719,TRUE
2018,15,C.J. Beathard,cj beathard,QB,41,41,NA,NA,SF,16419,NA,table,qb,20181213083719,TRUE
2018,15,Robert Griffin,robert griffin,QB,42,42,NA,NA,BAL,11173,NA,table,qb,20181213083719,TRUE
2018,15,Brock Osweiler,brock osweiler,QB,43,43,NA,NA,MIA,11179,NA,table,qb,20181213083719,TRUE
2018,15,Kyle Lauletta,kyle lauletta,QB,44,44,NA,NA,NYG,17456,NA,table,qb,20181213083719,TRUE
2018,15,Todd Gurley,todd gurley,RB,1,1,NA,NA,LAR,13912,NA,table,flex,20181212024130,TRUE
2018,15,Saquon Barkley,saquon barkley,RB,2,2,NA,NA,NYG,17240,NA,table,flex,20181212024130,TRUE
2018,15,Christian McCaffrey,christian mccaffrey,RB,3,3,NA,NA,CAR,16393,NA,table,flex,20181212024130,TRUE
2018,15,Ezekiel Elliott,ezekiel elliott,RB,4,4,NA,NA,DAL,15498,NA,table,flex,20181212024130,TRUE
2018,15,Alvin Kamara,alvin kamara,RB,5,5,NA,NA,NO,16421,NA,table,flex,20181212024130,TRUE
2018,15,Phillip Lindsay,phillip lindsay,RB,6,6,NA,NA,DEN,17498,NA,table,flex,20181212024130,TRUE
2018,15,Joe Mixon,joe mixon,RB,7,7,NA,NA,CIN,16420,NA,table,flex,20181212024130,TRUE
2018,15,Nick Chubb,nick chubb,RB,8,8,NA,NA,CLE,17246,NA,table,flex,20181212024130,TRUE
2018,15,Leonard Fournette,leonard fournette,RB,10,9,NA,NA,JAC,16378,NA,table,flex,20181212024130,TRUE
2018,15,Dalvin Cook,dalvin cook,RB,13,10,NA,NA,MIN,16374,NA,table,flex,20181212024130,TRUE
2018,15,David Johnson,david johnson,RB,18,11,NA,NA,ARI,13948,NA,table,flex,20181212024130,TRUE
2018,15,Chris Carson,chris carson,RB,22,12,NA,NA,SEA,16754,NA,table,flex,20181212024130,TRUE
2018,15,Lamar Miller,lamar miller,RB,24,13,NA,NA,HOU,11185,NA,table,flex,20181212024130,TRUE
2018,15,Aaron Jones,aaron jones,RB,26,14,NA,NA,GB,16673,NA,table,flex,20181212024130,TRUE
2018,15,Sony Michel,sony michel,RB,28,15,NA,NA,NE,17309,NA,table,flex,20181212024130,TRUE
